Virus Strain Name,Accession_ID,Lineage,Sample_Collection_Date,country,province,city
hCoV-19/Shanghai/SCDC-XG09-13423/2023,EPI_ISL_18284943,HK.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13424/2023,EPI_ISL_18284944,EG.5.1.1,8/29/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13425/2023,EPI_ISL_18284945,HK.3,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13426/2023,EPI_ISL_18284946,FR.1.1,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13427/2023,EPI_ISL_18284947,EG.5,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13428/2023,EPI_ISL_18284948,HK.3,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13429/2023,EPI_ISL_18284949,EG.5.1.1,8/30/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13430/2023,EPI_ISL_18284950,FY.3,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13431/2023,EPI_ISL_18284951,EG.5.1.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13432/2023,EPI_ISL_18284952,EG.5.1.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13443/2023,EPI_ISL_18284954,HK.3,8/30/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13444/2023,EPI_ISL_18284955,FY.3.1,8/30/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13445/2023,EPI_ISL_18284956,HK.3,8/30/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13446/2023,EPI_ISL_18284957,EG.5.1.1,8/31/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13447/2023,EPI_ISL_18284958,HK.3,8/31/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13448/2023,EPI_ISL_18284959,EG.5.1.1,9/1/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13449/2023,EPI_ISL_18284960,HK.3,9/2/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13450/2023,EPI_ISL_18284961,EG.5.1,9/2/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13451/2023,EPI_ISL_18284962,HK.3,9/2/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13452/2023,EPI_ISL_18284963,HK.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13453/2023,EPI_ISL_18284964,EG.5.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13454/2023,EPI_ISL_18284965,EG.5.1.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13459/2023,EPI_ISL_18284966,EG.5.1.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13460/2023,EPI_ISL_18284967,EG.5.1.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13461/2023,EPI_ISL_18284968,HK.3,9/6/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13462/2023,EPI_ISL_18284969,HK.3,9/6/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13463/2023,EPI_ISL_18284970,HK.3,9/6/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13605/2023,EPI_ISL_18284972,HK.3,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13606/2023,EPI_ISL_18284973,EG.5.1.1,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13612/2023,EPI_ISL_18284974,EG.5.1.1,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13613/2023,EPI_ISL_18284975,HK.2,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13614/2023,EPI_ISL_18284976,HK.3,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13615/2023,EPI_ISL_18284977,HK.3,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13616/2023,EPI_ISL_18284978,FY.3,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13617/2023,EPI_ISL_18284979,EG.5.1.1,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13618/2023,EPI_ISL_18284980,HK.2,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13619/2023,EPI_ISL_18284981,HK.2,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13620/2023,EPI_ISL_18284982,HK.3,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13621/2023,EPI_ISL_18284983,EG.5.1.1,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13623/2023,EPI_ISL_18284984,HK.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13624/2023,EPI_ISL_18284985,HK.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13625/2023,EPI_ISL_18284986,FL.13.2,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13626/2023,EPI_ISL_18284987,HK.3,9/5/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13627/2023,EPI_ISL_18284988,EG.5.1.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13628/2023,EPI_ISL_18284989,EG.5.1.1,9/6/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13629/2023,EPI_ISL_18284990,EG.5.1,9/6/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13630/2023,EPI_ISL_18284991,FE.1.2,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13631/2023,EPI_ISL_18284992,HK.3,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13632/2023,EPI_ISL_18284993,EG.5.1.1,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13633/2023,EPI_ISL_18284994,EG.5,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13665/2023,EPI_ISL_18284995,HK.3,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13666/2023,EPI_ISL_18284996,EG.5.1,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13667/2023,EPI_ISL_18284997,HK.3,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13668/2023,EPI_ISL_18284998,HK.3,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13669/2023,EPI_ISL_18284999,EG.5.1.1,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-XG09-13670/2023,EPI_ISL_18285000,EG.5.1.1,9/7/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-1_S1/2023,EPI_ISL_18285001,HK.2,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-12_S12/2023,EPI_ISL_18285004,HK.3,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-2_S2/2023,EPI_ISL_18285008,EG.5.1,8/29/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-3_S3/2023,EPI_ISL_18285009,FY.3,8/29/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-4_S4/2023,EPI_ISL_18285010,EG.5.1,9/2/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-5_S5/2023,EPI_ISL_18285011,HK.3,9/2/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-6_S6/2023,EPI_ISL_18285012,EG.5.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-7_S7/2023,EPI_ISL_18285013,HK.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-8_S8/2023,EPI_ISL_18285014,EG.5.1.1,8/29/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-xh0906-9_S9/2023,EPI_ISL_18285015,HK.3,9/2/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0721/2023,EPI_ISL_18285016,EG.5.1.1,8/27/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0729/2023,EPI_ISL_18285017,HK.3,8/27/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0736/2023,EPI_ISL_18285018,EG.5.1.1,8/28/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0741/2023,EPI_ISL_18285019,EG.5.1.1,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0742/2023,EPI_ISL_18285020,HK.3,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0744/2023,EPI_ISL_18285021,EG.5.1.1,9/3/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0751/2023,EPI_ISL_18285022,HK.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0753/2023,EPI_ISL_18285023,HK.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0757/2023,EPI_ISL_18285024,FY.3,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0758/2023,EPI_ISL_18285025,EG.5.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0759/2023,EPI_ISL_18285026,EG.5.1.1,9/4/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0768/2023,EPI_ISL_18285027,EG.5.1,9/10/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0770/2023,EPI_ISL_18285028,EG.5.1.1,9/10/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0776/2023,EPI_ISL_18285029,HK.3,9/11/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0779/2023,EPI_ISL_18285030,HK.3,9/11/2023,China,Shanghai,
hCoV-19/Shanghai/SCDC-ZX0780/2023,EPI_ISL_18285031,HK.3,9/11/2023,China,Shanghai,
hCoV-19/Sichuan/YBCDC-XGCX386/2023,EPI_ISL_18285046,HK.3,8/28/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX387/2023,EPI_ISL_18285047,HK.3,8/29/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX388/2023,EPI_ISL_18285048,EG.5.1.1,8/29/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX389/2023,EPI_ISL_18285049,HK.3,8/29/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX390/2023,EPI_ISL_18285050,FL.13.2,8/30/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX391/2023,EPI_ISL_18285051,HK.3,8/30/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX392/2023,EPI_ISL_18285052,HK.3,9/1/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX393/2023,EPI_ISL_18285053,EG.5.1,9/1/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX394/2023,EPI_ISL_18285054,HK.3,9/2/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX395/2023,EPI_ISL_18285055,HK.3,9/1/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX396/2023,EPI_ISL_18285056,HK.3,8/31/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX397/2023,EPI_ISL_18285057,HK.3,8/31/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX398/2023,EPI_ISL_18285058,EG.5.1.4,9/3/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX399/2023,EPI_ISL_18285059,HK.3,8/30/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX400/2023,EPI_ISL_18285060,HK.3,8/30/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/YBCDC-XGCX401/2023,EPI_ISL_18285061,HK.3,9/4/2023,China,Sichuan,Yibin
hCoV-19/Sichuan/ZGCDC-zgxg382/2023,EPI_ISL_18285062,HK.2,8/31/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg383/2023,EPI_ISL_18285063,FY.3.1,9/3/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg384/2023,EPI_ISL_18285064,FU.1,8/28/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg385/2023,EPI_ISL_18285065,HK.3,8/31/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg386/2023,EPI_ISL_18285066,HK.3,9/3/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg387/2023,EPI_ISL_18285067,EG.5.1.1,9/2/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg388/2023,EPI_ISL_18285068,HK.3,8/30/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg389/2023,EPI_ISL_18285069,EG.5.1.1,9/1/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg390/2023,EPI_ISL_18285070,HK.3,9/11/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg391/2023,EPI_ISL_18285071,EG.5.1,9/11/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg392/2023,EPI_ISL_18285072,HK.3,9/11/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg393/2023,EPI_ISL_18285073,HK.3,9/11/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg394/2023,EPI_ISL_18285074,EG.5.1.1,9/11/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg395/2023,EPI_ISL_18285075,HK.3,9/11/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZGCDC-zgxg396/2023,EPI_ISL_18285076,HK.3,9/11/2023,China,Sichuan,Zigong
hCoV-19/Sichuan/ZYSCDC-YJ0320/2023,EPI_ISL_18285077,EG.5.1,8/28/2023,China,Sichuan,Ziyang
hCoV-19/Sichuan/ZYSCDC-YJ0321/2023,EPI_ISL_18285078,EG.5.1,8/28/2023,China,Sichuan,Ziyang
hCoV-19/Sichuan/ZYSCDC-YJ0322/2023,EPI_ISL_18285079,HK.3,8/28/2023,China,Sichuan,Ziyang
hCoV-19/Sichuan/ZYSCDC-YJ0323/2023,EPI_ISL_18285080,EG.5.1,8/28/2023,China,Sichuan,Ziyang
hCoV-19/Sichuan/ZYSCDC-YJ0324/2023,EPI_ISL_18285081,EG.5.1.1,8/30/2023,China,Sichuan,Ziyang
hCoV-19/Sichuan/ZYSCDC-YJ0325/2023,EPI_ISL_18285082,HK.3,8/26/2023,China,Sichuan,Ziyang
hCoV-19/Sichuan/ZYSCDC-YJ0326/2023,EPI_ISL_18285083,HK.3,8/24/2023,China,Sichuan,Ziyang
hCoV-19/Sichuan/ZYSCDC-YJ0327/2023,EPI_ISL_18285084,HK.3,8/26/2023,China,Sichuan,Ziyang
hCoV-19/Anhui/HCDC-133/2023,EPI_ISL_18289730,EG.5.1.1,8/1/2023,China,Anhui,
hCoV-19/Anhui/HCDC-134/2023,EPI_ISL_18289731,HK.3,8/1/2023,China,Anhui,
hCoV-19/Anhui/HCDC-135/2023,EPI_ISL_18289732,EG.5.1.1,8/1/2023,China,Anhui,
hCoV-19/Anhui/HCDC-137/2023,EPI_ISL_18289734,FR.1.1,8/1/2023,China,Anhui,
hCoV-19/Anhui/HCDC-138/2023,EPI_ISL_18289735,EG.5.1.1,8/1/2023,China,Anhui,
hCoV-19/Anhui/HCDC-139/2023,EPI_ISL_18289736,EG.5.1.1,8/1/2023,China,Anhui,
hCoV-19/Anhui/HCDC-140/2023,EPI_ISL_18289737,FY.3.1,8/1/2023,China,Anhui,
hCoV-19/Anhui/HCDC-142/2023,EPI_ISL_18289739,EG.5.1.1,8/2/2023,China,Anhui,
hCoV-19/Anhui/HCDC-143/2023,EPI_ISL_18289740,EG.5.1.1,8/7/2023,China,Anhui,
hCoV-19/Anhui/HCDC-145/2023,EPI_ISL_18289742,HK.3,8/7/2023,China,Anhui,
hCoV-19/Anhui/HCDC-146/2023,EPI_ISL_18289743,FL.15,8/8/2023,China,Anhui,
hCoV-19/Anhui/HCDC-147/2023,EPI_ISL_18289744,FY.3.1,8/8/2023,China,Anhui,
hCoV-19/Anhui/HCDC-149/2023,EPI_ISL_18289745,EG.5.1,8/14/2023,China,Anhui,
hCoV-19/Anhui/HCDC-150/2023,EPI_ISL_18289746,FY.3.1,8/14/2023,China,Anhui,
hCoV-19/Anhui/HCDC-153/2023,EPI_ISL_18289749,FY.3.1,8/14/2023,China,Anhui,
hCoV-19/Anhui/HCDC-155/2023,EPI_ISL_18289751,EG.5.1.1,8/15/2023,China,Anhui,
hCoV-19/Anhui/HCDC-156/2023,EPI_ISL_18289752,HK.3,8/16/2023,China,Anhui,
hCoV-19/Anhui/HCDC-157/2023,EPI_ISL_18289753,EG.5.1,8/16/2023,China,Anhui,
hCoV-19/Anhui/HCDC-158/2023,EPI_ISL_18289754,GY.1,8/21/2023,China,Anhui,
hCoV-19/Anhui/HCDC-159/2023,EPI_ISL_18289755,EG.5.1.1,8/21/2023,China,Anhui,
hCoV-19/Anhui/HCDC-160/2023,EPI_ISL_18289756,EG.5.1.1,8/21/2023,China,Anhui,
hCoV-19/Anhui/HCDC-161/2023,EPI_ISL_18289757,EG.5.1.1,8/22/2023,China,Anhui,
hCoV-19/Anhui/HCDC-162/2023,EPI_ISL_18289758,EG.5.1.1,8/22/2023,China,Anhui,
hCoV-19/Anhui/HCDC-163/2023,EPI_ISL_18289759,EG.5.1.1,8/22/2023,China,Anhui,
hCoV-19/Anhui/HCDC-164/2023,EPI_ISL_18289760,FU.1,8/22/2023,China,Anhui,
hCoV-19/Anhui/HCDC-165/2023,EPI_ISL_18289761,HK.3,8/22/2023,China,Anhui,
hCoV-19/Anhui/HCDC-166/2023,EPI_ISL_18289762,EG.5.1.1,8/22/2023,China,Anhui,
hCoV-19/Anhui/HCDC-167/2023,EPI_ISL_18289763,HK.3,8/14/2023,China,Anhui,
hCoV-19/Anhui/HCDC-168/2023,EPI_ISL_18289764,EG.5.1.1,8/28/2023,China,Anhui,
hCoV-19/Anhui/HCDC-169/2023,EPI_ISL_18289765,EG.5.1.1,8/28/2023,China,Anhui,
hCoV-19/Anhui/HCDC-170/2023,EPI_ISL_18289766,EG.5.1.1,8/29/2023,China,Anhui,
hCoV-19/Anhui/HCDC-172/2023,EPI_ISL_18289767,HK.3,8/29/2023,China,Anhui,
hCoV-19/Anhui/HCDC-173/2023,EPI_ISL_18289768,EG.5.1.1,9/4/2023,China,Anhui,
hCoV-19/Anhui/HCDC-174/2023,EPI_ISL_18289769,HK.4,9/4/2023,China,Anhui,
hCoV-19/Anhui/HCDC-175/2023,EPI_ISL_18289770,HK.3,9/4/2023,China,Anhui,
hCoV-19/Anhui/HCDC-176/2023,EPI_ISL_18289771,HK.3,9/4/2023,China,Anhui,
hCoV-19/Anhui/HCDC-177/2023,EPI_ISL_18289772,EG.5.1,9/5/2023,China,Anhui,
hCoV-19/Anhui/HCDC-178/2023,EPI_ISL_18289773,HK.3,9/5/2023,China,Anhui,
hCoV-19/Anhui/HCDC-179/2023,EPI_ISL_18289774,FR.1.1,9/6/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-144/2023,EPI_ISL_18289775,FY.3.1,8/26/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-136/2023,EPI_ISL_18289776,HK.3,8/20/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-140/2023,EPI_ISL_18289777,EG.5.1.1,8/26/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-145/2023,EPI_ISL_18289778,EG.5.1.1,8/26/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-141/2023,EPI_ISL_18289779,XBB.1.22,8/26/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-146/2023,EPI_ISL_18289780,EG.5.1.1,8/26/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-147/2023,EPI_ISL_18289781,FL.2.3.1,8/27/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-148/2023,EPI_ISL_18289782,EG.5.1.1,8/27/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-138/2023,EPI_ISL_18289783,FY.3.1,8/20/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-139/2023,EPI_ISL_18289784,GJ.3,8/20/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-137/2023,EPI_ISL_18289785,HK.4,8/20/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-135/2023,EPI_ISL_18289786,HK.3,8/20/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-133/2023,EPI_ISL_18289787,FE.1.1,8/20/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-142/2023,EPI_ISL_18289788,EG.5.1.1,8/26/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-143/2023,EPI_ISL_18289789,GJ.3,8/26/2023,China,Anhui,
hCoV-19/Anhui/AQCDC-134/2023,EPI_ISL_18289790,HK.2,8/20/2023,China,Anhui,
hCoV-19/Anhui/BZCDC-152/2023,EPI_ISL_18289791,HK.3,8/28/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-133/2023,EPI_ISL_18289792,FY.3.1,8/10/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-135/2023,EPI_ISL_18289793,HK.3,8/15/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-158/2023,EPI_ISL_18289794,HK.3,8/19/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-155/2023,EPI_ISL_18289795,HK.3,8/19/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-132/2023,EPI_ISL_18289796,FY.3.1,8/7/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-154/2023,EPI_ISL_18289797,EG.5.1.1,8/16/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-142/2023,EPI_ISL_18289798,EG.5.1.1,8/18/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-141/2023,EPI_ISL_18289799,FY.3.1,8/14/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-143/2023,EPI_ISL_18289800,HK.3,8/16/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-159/2023,EPI_ISL_18289801,EG.5.1.1,8/20/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-149/2023,EPI_ISL_18289802,EG.5.1.1,8/23/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-146/2023,EPI_ISL_18289803,FY.3.1,8/16/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-153/2023,EPI_ISL_18289804,EG.5.1.1,8/30/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-160/2023,EPI_ISL_18289805,FY.3,8/21/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-148/2023,EPI_ISL_18289806,HK.3,8/20/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-145/2023,EPI_ISL_18289807,EG.5.1.1,8/17/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-157/2023,EPI_ISL_18289808,FY.3.1,8/19/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-131/2023,EPI_ISL_18289809,EG.5.1.1,8/4/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-137/2023,EPI_ISL_18289810,EG.5.1.1,7/22/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-156/2023,EPI_ISL_18289812,FY.3.1,8/19/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-140/2023,EPI_ISL_18289813,EG.5.1.1,8/12/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-151/2023,EPI_ISL_18289814,EG.5.1.1,8/25/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-139/2023,EPI_ISL_18289815,FR.1.1,8/9/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-144/2023,EPI_ISL_18289816,EG.5.1.1,8/13/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-138/2023,EPI_ISL_18289817,EG.5.1.1,7/22/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-134/2023,EPI_ISL_18289818,FY.3.1,8/14/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-136/2023,EPI_ISL_18289819,HK.2,8/15/2023,China,Anhui,Bozhou
hCoV-19/Anhui/BZCDC-150/2023,EPI_ISL_18289820,HK.3,8/24/2023,China,Anhui,Bozhou
hCoV-19/Gansu/PLCDC-0170/2023,EPI_ISL_18289901,HK.3,9/13/2023,China,Gansu,Pingliang
hCoV-19/Gansu/PLCDC-0171/2023,EPI_ISL_18289902,EG.5.1.1,9/13/2023,China,Gansu,Pingliang
hCoV-19/Gansu/PLCDC-0172/2023,EPI_ISL_18289903,EG.5.1.1,9/13/2023,China,Gansu,Pingliang
hCoV-19/Gansu/PLCDC-0173/2023,EPI_ISL_18289904,EG.5.1.1,9/13/2023,China,Gansu,Pingliang
hCoV-19/Gansu/PLCDC-0175/2023,EPI_ISL_18289906,FL.2,9/13/2023,China,Gansu,Pingliang
hCoV-19/Gansu/PLCDC-0176/2023,EPI_ISL_18289907,EG.5.1.1,9/13/2023,China,Gansu,Pingliang
hCoV-19/Gansu/PLCDC-0177/2023,EPI_ISL_18289908,EG.5.1.1,9/13/2023,China,Gansu,Pingliang
hCoV-19/Henan/XYCDC-0280/2023,EPI_ISL_18289909,EG.5.1.1,8/6/2023,China,Henan,
hCoV-19/Henan/XYCDC-0278/2023,EPI_ISL_18289910,EG.5.1.1,8/5/2023,China,Henan,
hCoV-19/Henan/XYCDC-0277/2023,EPI_ISL_18289911,FY.3.1,8/7/2023,China,Henan,
hCoV-19/Henan/XYCDC-0282/2023,EPI_ISL_18289912,FU.1,8/5/2023,China,Henan,
hCoV-19/Henan/XYCDC-0279/2023,EPI_ISL_18289913,HK.3,8/5/2023,China,Henan,
hCoV-19/Henan/XYCDC-0270/2023,EPI_ISL_18289914,FY.3.1,8/2/2023,China,Henan,
hCoV-19/Henan/XYCDC-0273/2023,EPI_ISL_18289915,EG.5.1.1,8/3/2023,China,Henan,
hCoV-19/Henan/XYCDC-0284/2023,EPI_ISL_18289916,HK.3,8/3/2023,China,Henan,
hCoV-19/Henan/XYCDC-0271/2023,EPI_ISL_18289917,FL.4,8/3/2023,China,Henan,
hCoV-19/Henan/XYCDC-0272/2023,EPI_ISL_18289918,FY.3.1,8/3/2023,China,Henan,
hCoV-19/Henan/XYCDC-0275/2023,EPI_ISL_18289919,EG.5.1.1,8/4/2023,China,Henan,
hCoV-19/Henan/XYCDC-0274/2023,EPI_ISL_18289920,EG.5.1.1,8/2/2023,China,Henan,
hCoV-19/Henan/XYCDC-0276/2023,EPI_ISL_18289921,EG.5.1.1,8/7/2023,China,Henan,
hCoV-19/Henan/XYCDC-0285/2023,EPI_ISL_18289922,HK.3,8/3/2023,China,Henan,
hCoV-19/Henan/XYCDC-0281/2023,EPI_ISL_18289923,FU.1,8/4/2023,China,Henan,
