Virus_Strain_Name	Accession_ID	Lineage	Sample_Collection_Date	country	province	city	merged_lineage	date
hCoV-19/Anhui/HFCDC-13/2022	EPI_ISL_16599045	BF.7.14.1	12/1/2022	China	Anhui	Hefei	BF.7.14*	12/1/2022
hCoV-19/Anhui/HFCDC-12/2022	EPI_ISL_16599044	BF.7.14.1	12/1/2022	China	Anhui	Hefei	BF.7.14*	12/1/2022
hCoV-19/Anhui/HFCDC-11/2022	EPI_ISL_16599043	BF.7.14.1	12/1/2022	China	Anhui	Hefei	BF.7.14*	12/1/2022
hCoV-19/Anhui/HFCDC-8/2022	EPI_ISL_16599040	DZ.1	12/1/2022	China	Anhui	Hefei	Others	12/1/2022
hCoV-19/Anhui/HFCDC-6/2022	EPI_ISL_16599038	BF.7.14.1	12/1/2022	China	Anhui	Hefei	BF.7.14*	12/1/2022
hCoV-19/Hunan/CCDC-51/2023	EPI_ISL_16598721	DZ.1	1/12/2023	China	Hunan	Changsha	Others	1/12/2023
hCoV-19/Hunan/CCDC-48/2023	EPI_ISL_16598718	DZ.1	1/11/2023	China	Hunan	Changsha	Others	1/11/2023
hCoV-19/Hunan/CCDC-47/2023	EPI_ISL_16598717	DY.2	1/11/2023	China	Hunan	Changsha	BA.5.2.48*	1/11/2023
hCoV-19/Hunan/CCDC-43/2022	EPI_ISL_16598713	DY.4	12/23/2022	China	Hunan	Changsha	BA.5.2.48*	12/23/2022
hCoV-19/Hunan/CCDC-41/2022	EPI_ISL_16598711	DZ.1	12/23/2022	China	Hunan	Changsha	Others	12/23/2022
hCoV-19/Hunan/CCDC-38/2022	EPI_ISL_16598708	DZ.1	12/23/2022	China	Hunan	Changsha	Others	12/23/2022
hCoV-19/Hunan/CCDC-29/2023	EPI_ISL_16598699	DY.2	1/11/2023	China	Hunan	Changsha	BA.5.2.48*	1/11/2023
hCoV-19/Hunan/CCDC-28/2023	EPI_ISL_16598698	DY.2	1/10/2023	China	Hunan	Changsha	BA.5.2.48*	1/10/2023
hCoV-19/Hunan/CCDC-27/2023	EPI_ISL_16598697	DZ.1	1/11/2023	China	Hunan	Changsha	Others	1/11/2023
hCoV-19/Hunan/CCDC-26/2023	EPI_ISL_16598696	DY.4	1/11/2023	China	Hunan	Changsha	BA.5.2.48*	1/11/2023
hCoV-19/Hunan/CCDC-25/2023	EPI_ISL_16598695	BF.7.14	1/11/2023	China	Hunan	Changsha	BF.7.14*	1/11/2023
hCoV-19/Hunan/CCDC-23/2023	EPI_ISL_16598693	DY.4	1/11/2023	China	Hunan	Changsha	BA.5.2.48*	1/11/2023
hCoV-19/Hunan/CCDC-18/2022	EPI_ISL_16598688	DY.2	12/23/2022	China	Hunan	Changsha	BA.5.2.48*	12/23/2022
hCoV-19/Hunan/CCDC-11/2022	EPI_ISL_16598681	BF.7.14	12/19/2022	China	Hunan	Changsha	BF.7.14*	12/19/2022
hCoV-19/Hunan/CCDC-08/2023	EPI_ISL_16598678	BF.7.14	1/3/2023	China	Hunan	Changsha	BF.7.14*	1/3/2023
hCoV-19/Hunan/CCDC-07/2023	EPI_ISL_16598677	DY.2	1/4/2023	China	Hunan	Changsha	BA.5.2.48*	1/4/2023
hCoV-19/Hunan/CCDC-05/2023	EPI_ISL_16598675	DY.4	1/3/2023	China	Hunan	Changsha	BA.5.2.48*	1/3/2023
hCoV-19/Hunan/CCDC-01/2023	EPI_ISL_16598671	DY.4	1/3/2023	China	Hunan	Changsha	BA.5.2.48*	1/3/2023
hCoV-19/Anhui/ACDC-05/2023	EPI_ISL_16598626	DZ.1	1/7/2023	China	Anhui	Anqing	Others	1/7/2023
hCoV-19/Sichuan/YBCDC-23006/2022	EPI_ISL_16598623	BF.7.14	12/30/2022	China	Sichuan	Yibin	BF.7.14*	12/30/2022
hCoV-19/Sichuan/SCDC-4632/2022	EPI_ISL_16598610	DY.4	12/26/2022	China	Sichuan	Chengdu	BA.5.2.48*	12/26/2022
hCoV-19/Heilongjiang/HLJCDC-0124/2023	EPI_ISL_16598435	DY.4	1/16/2023	China	Heilongjiang		BA.5.2.48*	1/16/2023
hCoV-19/Heilongjiang/HLJCDC-0122/2023	EPI_ISL_16598433	DY.4	1/16/2023	China	Heilongjiang		BA.5.2.48*	1/16/2023
hCoV-19/Heilongjiang/HLJCDC-0092/2023	EPI_ISL_16598427	DY.2	1/12/2023	China	Heilongjiang		BA.5.2.48*	1/12/2023
hCoV-19/Heilongjiang/HLJCDC-0114/2023	EPI_ISL_16598423	BF.7.14	1/16/2023	China	Heilongjiang		BF.7.14*	1/16/2023
hCoV-19/Heilongjiang/HLJCDC-0057/2023	EPI_ISL_16598398	DY.4	1/9/2023	China	Heilongjiang		BA.5.2.48*	1/9/2023
hCoV-19/Heilongjiang/HLJCDC-0036/2023	EPI_ISL_16598376	DZ.1	1/5/2023	China	Heilongjiang		Others	1/5/2023
hCoV-19/Heilongjiang/HLJCDC-1573/2022	EPI_ISL_16598365	DZ.1	12/29/2022	China	Heilongjiang		Others	12/29/2022
hCoV-19/Heilongjiang/HLJCDC-1571/2022	EPI_ISL_16598362	DZ.1	12/29/2022	China	Heilongjiang		Others	12/29/2022
hCoV-19/Heilongjiang/HLJCDC-1567/2022	EPI_ISL_16598360	DY.4	12/27/2022	China	Heilongjiang		BA.5.2.48*	12/27/2022
hCoV-19/Heilongjiang/HLJCDC-1587/2022	EPI_ISL_16598352	BF.7.14	12/30/2022	China	Heilongjiang		BF.7.14*	12/30/2022
hCoV-19/Heilongjiang/HLJCDC-1555/2022	EPI_ISL_16598347	DY.2	12/23/2022	China	Heilongjiang		BA.5.2.48*	12/23/2022
hCoV-19/Heilongjiang/HLJCDC-1545/2022	EPI_ISL_16598332	DY.4	12/22/2022	China	Heilongjiang		BA.5.2.48*	12/22/2022
hCoV-19/Tianjin/TJCDC-062/2023	EPI_ISL_16597948	DY.2	1/12/2023	China	Tianjin		BA.5.2.48*	1/12/2023
hCoV-19/Tianjin/TJCDC-058/2023	EPI_ISL_16597944	DY.2	1/10/2023	China	Tianjin		BA.5.2.48*	1/10/2023
hCoV-19/Tianjin/TJCDC-057/2023	EPI_ISL_16597943	DY.2	1/6/2023	China	Tianjin		BA.5.2.48*	1/6/2023
hCoV-19/Tianjin/TJCDC-053/2023	EPI_ISL_16597939	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	1/9/2023
hCoV-19/Tianjin/TJCDC-051/2023	EPI_ISL_16597937	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	1/9/2023
hCoV-19/Tianjin/TJCDC-050/2023	EPI_ISL_16597936	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	1/9/2023
hCoV-19/Tianjin/TJCDC-048/2023	EPI_ISL_16597934	BF.7.14	1/8/2023	China	Tianjin		BF.7.14*	1/8/2023
hCoV-19/Tianjin/TJCDC-046/2023	EPI_ISL_16597932	BF.7.14.1	1/7/2023	China	Tianjin		BF.7.14*	1/7/2023
hCoV-19/Tianjin/TJCDC-045/2023	EPI_ISL_16597931	BF.7.14.1	1/8/2023	China	Tianjin		BF.7.14*	1/8/2023
hCoV-19/Tianjin/TJCDC-043/2023	EPI_ISL_16597929	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	1/9/2023
hCoV-19/Tianjin/TJCDC-042/2023	EPI_ISL_16597928	DY.2	1/9/2023	China	Tianjin		BA.5.2.48*	1/9/2023
hCoV-19/Tianjin/TJCDC-041/2023	EPI_ISL_16597927	DZ.1	1/9/2023	China	Tianjin		Others	1/9/2023
hCoV-19/Tianjin/TJCDC-039/2023	EPI_ISL_16597925	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	1/9/2023
hCoV-19/Jiangxi/JXCDC-666/2022	EPI_ISL_16597090	BF.7.14	12/28/2022	China	Jiangxi	Yichun	BF.7.14*	12/28/2022
hCoV-19/Jiangxi/JXCDC-662/2022	EPI_ISL_16597088	DY.4	12/28/2022	China	Jiangxi	Yichun	BA.5.2.48*	12/28/2022
hCoV-19/Jiangxi/JCDC-ML0005/2023	EPI_ISL_16597071	BF.7.14.1	1/3/2023	China	Jiangxi	Nanchang	BF.7.14*	1/3/2023
hCoV-19/Jiangxi/JCDC-ML1180/2022	EPI_ISL_16597068	BF.7.14.3	12/28/2022	China	Jiangxi	Nanchang	BF.7.14*	12/28/2022
hCoV-19/Jiangxi/JCDC-ML1172/2022	EPI_ISL_16597066	BF.7.14.1	12/28/2022	China	Jiangxi	Nanchang	BF.7.14*	12/28/2022
hCoV-19/Jiangxi/JCDC-ML1169/2022	EPI_ISL_16597063	DY.2	12/28/2022	China	Jiangxi	Nanchang	BA.5.2.48*	12/28/2022
hCoV-19/Jiangxi/JCDC-ML1148/2022	EPI_ISL_16597059	BF.7.14.3	12/16/2022	China	Jiangxi	Nanchang	BF.7.14*	12/16/2022
hCoV-19/Jiangxi/JCDC-ML1142/2022	EPI_ISL_16597055	BF.7.14.3	12/16/2022	China	Jiangxi	Nanchang	BF.7.14*	12/16/2022
hCoV-19/Jiangxi/NCCDC-019/2023	EPI_ISL_16597049	DY.4	1/13/2023	China	Jiangxi	Nanchang	BA.5.2.48*	1/13/2023
hCoV-19/Jiangxi/NCCDC-2573/2022	EPI_ISL_16597026	DY.4	12/16/2022	China	Jiangxi	Nanchang	BA.5.2.48*	12/16/2022
hCoV-19/Jiangxi/NCCDC-2546/2022	EPI_ISL_16597024	BF.7.14.1	12/14/2022	China	Jiangxi	Nanchang	BF.7.14*	12/14/2022
hCoV-19/Jiangxi/JCDC-030/2023	EPI_ISL_16596977	BF.7.14.1	1/10/2023	China	Jiangxi	Jiujiang	BF.7.14*	1/10/2023
hCoV-19/Jiangxi/JCDC-010/2023	EPI_ISL_16596957	DY.4	1/2/2023	China	Jiangxi	Jiujiang	BA.5.2.48*	1/2/2023
hCoV-19/Jiangxi/JCDC-007/2022	EPI_ISL_16596954	DY.4	12/31/2022	China	Jiangxi	Jiujiang	BA.5.2.48*	12/31/2022
hCoV-19/Jiangxi/JCDC-006/2023	EPI_ISL_16596953	DY.4	1/1/2023	China	Jiangxi	Jiujiang	BA.5.2.48*	1/1/2023
hCoV-19/Jiangxi/JCDC-004/2023	EPI_ISL_16596951	DY.4	1/2/2023	China	Jiangxi	Jiujiang	BA.5.2.48*	1/2/2023
hCoV-19/Hubei/JCDC-001/2023	EPI_ISL_16596948	DY.4	1/1/2023	China	Hubei	Huanggang	BA.5.2.48*	1/1/2023
hCoV-19/Sichuan/ZGCDC-053/2023	EPI_ISL_16596489	DY.1	1/9/2023	China	Sichuan	Zigong	BA.5.2.48*	1/9/2023
hCoV-19/Anhui/HNCDC-10/2022	EPI_ISL_16595773	BF.7.14.1	12/23/2022	China	Anhui	Huainan	BF.7.14*	12/23/2022
hCoV-19/Anhui/HNCDC-6/2022	EPI_ISL_16595769	DY.4	12/16/2022	China	Anhui	Huainan	BA.5.2.48*	12/16/2022
hCoV-19/Zhejiang/ZCDC-ZJHZMJ/2023	EPI_ISL_16580259	BA.5.1.32	1/5/2023	China	Zhejiang		Others	1/5/2023
hCoV-19/Zhejiang/ZCDC-ZJHZBQL/2023	EPI_ISL_16580257	BA.5.1.32	1/5/2023	China	Zhejiang		Others	1/5/2023
hCoV-19/Guangdong/GCDC-FS-0002/2023	EPI_ISL_16573347	DY.2	1/2/2023	China	Guangdong		BA.5.2.48*	1/2/2023
hCoV-19/Guangdong/GCDC-JM-0015/2023	EPI_ISL_16573282	BF.7.14.1	1/8/2023	China	Guangdong		BF.7.14*	1/8/2023
hCoV-19/Fujian/FCDC-RB025/2023	EPI_ISL_16561148	DY.1.1	1/3/2023	China	Fujian	Quanzhou	BA.5.2.48*	1/3/2023
hCoV-19/Fujian/FCDC-S001/2023	EPI_ISL_16561130	BF.7.14	1/2/2023	China	Fujian	Quanzhou	BF.7.14*	1/2/2023
hCoV-19/Fujian/FCDC-CX60/2023	EPI_ISL_16561129	DY.4	1/3/2023	China	Fujian	Fuzhou	BA.5.2.48*	1/3/2023
hCoV-19/Yunnan/YCDC-01/2023	EPI_ISL_16560935	BF.7.14	1/5/2023	China	Yunnan		BF.7.14*	1/5/2023
hCoV-19/Yunnan/YCDC-02/2022	EPI_ISL_16560932	BF.7.14	12/28/2022	China	Yunnan		BF.7.14*	12/28/2022
hCoV-19/Taiwan/F77928/2023	EPI_ISL_16546407	DY.4	1/8/2023	China	Taiwan		BA.5.2.48*	1/8/2023
hCoV-19/Taiwan/F77534/2022	EPI_ISL_16534697	BA.5.2.1	12/26/2022	China	Taiwan		Others	12/26/2022
hCoV-19/Taiwan/F77502/2022	EPI_ISL_16528788	BA.5.2.27	12/26/2022	China	Taiwan		Others	12/26/2022
hCoV-19/Hong Kong/VZ23001324/2023	EPI_ISL_16524131	BQ.1.1	1/9/2023	China	Hong Kong		Others	1/9/2023
hCoV-19/Hong Kong/VZ23001150/2023	EPI_ISL_16524126	BQ.1.1	1/8/2023	China	Hong Kong		Others	1/8/2023
hCoV-19/Hong Kong/VZ23000355/2023	EPI_ISL_16524124	CH.1.1	1/3/2023	China	Hong Kong		BA.2.75*	1/3/2023
hCoV-19/Hong Kong/VZ23000310/2023	EPI_ISL_16524122	BQ.1.1	1/3/2023	China	Hong Kong		Others	1/3/2023
hCoV-19/Hong Kong/VZ22363255/2022	EPI_ISL_16524104	BF.7.14	12/28/2022	China	Hong Kong		BF.7.14*	12/28/2022
hCoV-19/Hong Kong/VZ22363115/2022	EPI_ISL_16524101	BQ.1.1	12/27/2022	China	Hong Kong		Others	12/27/2022
hCoV-19/Hong Kong/VK23005226/2023	EPI_ISL_16524093	EJ.2	1/4/2023	China	Hong Kong		BA.2.75*	1/4/2023
hCoV-19/Hong Kong/VK23005222/2022	EPI_ISL_16524092	BN.1.3	12/29/2022	China	Hong Kong		BA.2.75*	12/29/2022
hCoV-19/Hong Kong/VK23003169/2023	EPI_ISL_16524087	BF.7.14.6	1/3/2023	China	Hong Kong		BF.7.14*	1/3/2023
hCoV-19/Hong Kong/VK23003166/2022	EPI_ISL_16524086	BN.1.4	12/30/2022	China	Hong Kong		BA.2.75*	12/30/2022
hCoV-19/Tianjin/TJCDC-035/2022	EPI_ISL_16481870	DN.2	12/30/2022	China	Tianjin		Others	12/30/2022
hCoV-19/Tianjin/TJCDC-034/2023	EPI_ISL_16481869	DT.2	1/2/2023	China	Tianjin		Others	1/2/2023
hCoV-19/Tianjin/TJCDC-033/2022	EPI_ISL_16481868	BQ.1.1	12/22/2022	China	Tianjin		Others	12/22/2022
hCoV-19/Tianjin/TJCDC-029/2022	EPI_ISL_16481864	BF.7.14	12/20/2022	China	Tianjin		BF.7.14*	12/20/2022
hCoV-19/Tianjin/TJCDC-021/2023	EPI_ISL_16481856	BF.7.14.1	1/6/2023	China	Tianjin		BF.7.14*	1/6/2023
hCoV-19/Tianjin/TJCDC-020/2022	EPI_ISL_16481855	BF.7.14	12/27/2022	China	Tianjin		BF.7.14*	12/27/2022
hCoV-19/Tianjin/TJCDC-018/2023	EPI_ISL_16481853	DY.2	1/5/2023	China	Tianjin		BA.5.2.48*	1/5/2023
hCoV-19/Tianjin/TJCDC-013/2023	EPI_ISL_16481848	DZ.1	1/6/2023	China	Tianjin		Others	1/6/2023
hCoV-19/Tianjin/TJCDC-009/2022	EPI_ISL_16481844	DZ.1	12/27/2022	China	Tianjin		Others	12/27/2022
hCoV-19/Zhejiang/ZJU-S22/2022	EPI_ISL_16481350	BF.7.14.3	12/16/2022	China	Zhejiang	Hangzhou	BF.7.14*	12/16/2022
hCoV-19/Zhejiang/ZJU-S18/2022	EPI_ISL_16481000	DY.2	12/14/2022	China	Zhejiang	Hangzhou	BA.5.2.48*	12/14/2022
hCoV-19/Beijing/CPL-12-99/2022	EPI_ISL_16468040	BA.5.1.32	12/26/2022	China	Beijing	Haidian	Others	12/26/2022
hCoV-19/Beijing/CPL-12-92/2022	EPI_ISL_16468034	DY.2	12/19/2022	China	Beijing	Haidian	BA.5.2.48*	12/19/2022
hCoV-19/Beijing/CPL-12-89/2022	EPI_ISL_16468031	BF.7.14.2	12/19/2022	China	Beijing	Haidian	BF.7.14*	12/19/2022
hCoV-19/Beijing/CPL-12-82/2022	EPI_ISL_16468026	BA.5.1.32	12/23/2022	China	Beijing	Chaoyang	Others	12/23/2022
hCoV-19/Gansu/GSCDC-020/2022	EPI_ISL_16458319	BA.5.2.50	12/30/2022	China	Gansu	Zhangye	Others	12/30/2022
hCoV-19/Anhui/AHCDC-6/2022	EPI_ISL_16438304	BF.7.14.5	12/23/2022	China	Anhui		BF.7.14*	12/23/2022
hCoV-19/Anhui/AHCDC-5/2022	EPI_ISL_16438303	BF.7.14.5	12/23/2022	China	Anhui		BF.7.14*	12/23/2022
hCoV-19/Anhui/AHCDC-4/2022	EPI_ISL_16438302	BF.7.14	12/23/2022	China	Anhui		BF.7.14*	12/23/2022
hCoV-19/Anhui/AHCDC-3/2022	EPI_ISL_16438301	BF.7.14.5	12/23/2022	China	Anhui		BF.7.14*	12/23/2022
hCoV-19/Anhui/AHCDC-2/2022	EPI_ISL_16438300	BF.7.14.5	12/23/2022	China	Anhui		BF.7.14*	12/23/2022
hCoV-19/Anhui/AHCDC-1/2022	EPI_ISL_16438299	BF.7.14	12/23/2022	China	Anhui		BF.7.14*	12/23/2022
hCoV-19/Hunan/CSCDC-15/2022	EPI_ISL_16390392	DY.2	12/31/2022	China	Hunan	Changsha	BA.5.2.48*	12/31/2022
hCoV-19/Hunan/CSCDC-13/2022	EPI_ISL_16390390	BF.7.14.5	12/31/2022	China	Hunan	Changsha	BF.7.14*	12/31/2022
hCoV-19/Hunan/CSCDC-09/2022	EPI_ISL_16390386	DY.2	12/31/2022	China	Hunan	Changsha	BA.5.2.48*	12/31/2022
hCoV-19/Hunan/HuNCDC-1927/2022	EPI_ISL_16390380	BF.7.14.5	12/30/2022	China	Hunan	Loudi	BF.7.14*	12/30/2022
hCoV-19/Hunan/HuNCDC-1926/2022	EPI_ISL_16390379	DY.4	12/30/2022	China	Hunan	Loudi	BA.5.2.48*	12/30/2022
hCoV-19/Hunan/HuNCDC-1917/2022	EPI_ISL_16390374	DY.4	12/30/2022	China	Hunan	Loudi	BA.5.2.48*	12/30/2022
hCoV-19/Hunan/HuNCDC-1915/2022	EPI_ISL_16390372	DZ.1	12/30/2022	China	Hunan	Loudi	Others	12/30/2022
hCoV-19/Hunan/HuNCDC-1913/2022	EPI_ISL_16390370	BA.5.2.48	12/26/2022	China	Hunan	Changsha	BA.5.2.48*	12/26/2022
hCoV-19/Hunan/HuNCDC-1912/2022	EPI_ISL_16390369	DZ.1	12/26/2022	China	Hunan	Changsha	Others	12/26/2022
hCoV-19/Hong Kong/VK22298326/2022	EPI_ISL_16376737	BQ.1.1	12/10/2022	China	Hong Kong		Others	12/10/2022
hCoV-19/Hong Kong/VK22297564/2022	EPI_ISL_16376733	BF.7	12/10/2022	China	Hong Kong		Others	12/10/2022
hCoV-19/Hong Kong/VZ22360014/2022	EPI_ISL_16376728	BF.7.21	12/7/2022	China	Hong Kong		Others	12/7/2022
hCoV-19/Hong Kong/VZ22360295/2022	EPI_ISL_16376723	BQ.1.1	12/9/2022	China	Hong Kong		Others	12/9/2022
hCoV-19/Hong Kong/VZ22360319/2022	EPI_ISL_16376722	BF.7	12/10/2022	China	Hong Kong		Others	12/10/2022
hCoV-19/Hong Kong/VZ22360745/2022	EPI_ISL_16376711	BF.7	12/12/2022	China	Hong Kong		Others	12/12/2022
hCoV-19/Hong Kong/VZ22360834/2022	EPI_ISL_16376710	BA.5.2.6	12/13/2022	China	Hong Kong		Others	12/13/2022
hCoV-19/Hong Kong/VK22304134/2022	EPI_ISL_16376691	BN.1.3.1	12/18/2022	China	Hong Kong		BA.2.75*	12/18/2022
hCoV-19/Hong Kong/VK22301498/2022	EPI_ISL_16376681	BN.1.2.3	12/15/2022	China	Hong Kong		BA.2.75*	12/15/2022
hCoV-19/Hong Kong/VK22302016/2022	EPI_ISL_16376680	BN.1.3.10	12/16/2022	China	Hong Kong		BA.2.75*	12/16/2022
hCoV-19/Fujian/FPCDCP-24/2022	EPI_ISL_16334622	DY.1.1	12/22/2022	China	Fujian	Quanzhou	BA.5.2.48*	12/22/2022
hCoV-19/Shanghai/SJTU-237149/2022	EPI_ISL_16327664	BN.1.3.1	12/17/2022	China	Shanghai		BA.2.75*	12/17/2022
hCoV-19/Shanghai/SJTU-237142/2022	EPI_ISL_16327661	BN.1.3	12/17/2022	China	Shanghai		BA.2.75*	12/17/2022
hCoV-19/Shanghai/SJTU-237087/2022	EPI_ISL_16327646	BN.1.3.1	12/14/2022	China	Shanghai		BA.2.75*	12/14/2022
hCoV-19/Shanghai/SJTU-237082/2022	EPI_ISL_16327645	BN.1.3.6	12/15/2022	China	Shanghai		BA.2.75*	12/15/2022
hCoV-19/Shanghai/SJTU-237078/2022	EPI_ISL_16327642	BF.7.15	12/16/2022	China	Shanghai		Others	12/16/2022
hCoV-19/Shanghai/SJTU-236913/2022	EPI_ISL_16327631	XBB.1.5	12/9/2022	China	Shanghai		XBB.1.5*	12/9/2022
hCoV-19/Shanghai/SJTU-236749/2022	EPI_ISL_16327609	XBB.1	12/18/2022	China	Shanghai		Others	12/18/2022
hCoV-19/Shanghai/SJTU-236743/2022	EPI_ISL_16327608	BQ.1.28	12/14/2022	China	Shanghai		Others	12/14/2022
hCoV-19/Shanghai/SJTU-236738/2022	EPI_ISL_16327605	XBB.1.39	12/22/2022	China	Shanghai		Others	12/22/2022
hCoV-19/Shanghai/SJTU-236733/2022	EPI_ISL_16327604	BQ.1.33	12/11/2022	China	Shanghai		Others	12/11/2022
hCoV-19/Shanghai/SJTU-236707/2022	EPI_ISL_16327600	XBB.1.5	12/15/2022	China	Shanghai		XBB.1.5*	12/15/2022
hCoV-19/Shanghai/SJTU-236700/2022	EPI_ISL_16327598	DV.3	12/17/2022	China	Shanghai		BA.2.75*	12/17/2022
hCoV-19/Shanghai/SJTU-236682/2022	EPI_ISL_16327596	BN.1.3.1	12/11/2022	China	Shanghai		BA.2.75*	12/11/2022
hCoV-19/Shanghai/SJTU-236621/2022	EPI_ISL_16327595	DV.6	12/12/2022	China	Shanghai		BA.2.75*	12/12/2022
hCoV-19/Shanghai/SJTU-236619/2022	EPI_ISL_16327594	CH.1.1.7	12/11/2022	China	Shanghai		BA.2.75*	12/11/2022
hCoV-19/Shanghai/SJTU-236592/2022	EPI_ISL_16327590	CH.1.1	12/12/2022	China	Shanghai		BA.2.75*	12/12/2022
hCoV-19/Shanghai/SJTU-236169/2022	EPI_ISL_16327565	BQ.1.1	12/10/2022	China	Shanghai		Others	12/10/2022
hCoV-19/Shanghai/SJTU-236137/2022	EPI_ISL_16327562	XBB.1	12/11/2022	China	Shanghai		Others	12/11/2022
hCoV-19/Shanghai/SJTU-235986/2022	EPI_ISL_16327551	XBB.1	12/6/2022	China	Shanghai		Others	12/6/2022
hCoV-19/Shanghai/SJTU-235868/2022	EPI_ISL_16327536	BQ.1.1.3	12/9/2022	China	Shanghai		Others	12/9/2022
hCoV-19/Shanghai/SJTU-235846/2022	EPI_ISL_16327529	BQ.1.1.41	12/10/2022	China	Shanghai		Others	12/10/2022
hCoV-19/Shanghai/SJTU-235825/2022	EPI_ISL_16327525	XBB.1	12/9/2022	China	Shanghai		Others	12/9/2022
hCoV-19/Shanghai/SJTU-234921/2022	EPI_ISL_16327459	BQ.1.1.11	12/1/2022	China	Shanghai		Others	12/1/2022
hCoV-19/Shanghai/SJTU-234821/2022	EPI_ISL_16327441	DY.4	12/2/2022	China	Shanghai		BA.5.2.48*	12/2/2022
hCoV-19/Sichuan/SCDCP-4416/2022	EPI_ISL_16306930	BF.7.14.4	12/2/2022	China	Sichuan	Chengdu	BF.7.14*	12/2/2022
hCoV-19/Sichuan/SCDCP-4408/2022	EPI_ISL_16306928	BF.7.14.4	12/2/2022	China	Sichuan	Chengdu	BF.7.14*	12/2/2022
hCoV-19/Taiwan/NCKUH-061022012843/2022	EPI_ISL_16298561	BA.5.2.34	12/1/2022	China	Taiwan	Tainan	Others	12/1/2022
hCoV-19/Beijing/BJCDC-3192/2022	EPI_ISL_16283995	BF.7.14	12/6/2022	China	Beijing		BF.7.14*	12/6/2022
hCoV-19/Fujian/FPCDCP-2693/2022	EPI_ISL_16283977	DZ.1	12/3/2022	China	Fujian	Ningde	Others	12/3/2022
hCoV-19/Fujian/FPCDCP-2745/2022	EPI_ISL_16283961	BF.7.14.2	12/17/2022	China	Fujian	Fuzhou	BF.7.14*	12/17/2022
hCoV-19/Taiwan/NCKUH-061022012961/2022	EPI_ISL_16253344	BA.5.2.27	12/13/2022	China	Taiwan	Tainan	Others	12/13/2022
hCoV-19/Hong Kong/VZ22359134/2022	EPI_ISL_16077185	CH.1.1	12/2/2022	China	Hong Kong		BA.2.75*	12/2/2022
hCoV-19/Hong Kong/VZ22359077/2022	EPI_ISL_16077183	DQ.1	12/1/2022	China	Hong Kong		Others	12/1/2022
hCoV-19/Hong Kong/VZ22358956/2022	EPI_ISL_16077177	BA.5.2.6	12/1/2022	China	Hong Kong		Others	12/1/2022
hCoV-19/Hong Kong/VZ22358955/2022	EPI_ISL_16077176	BF.7	12/1/2022	China	Hong Kong		Others	12/1/2022
SARS-CoV-2/human/CHN/LNCDC-192-11/2023	EPI_ISL_17850722	FR.1.1	5/27/2023	China	Liaoning		BA.2.75*	5/27/2023
SARS-CoV-2/human/CHN/LNCDC-191-3/2023	EPI_ISL_17850720	EG.5.2.2	5/19/2023	China	Liaoning		Others	5/19/2023
SARS-CoV-2/human/CHN/LNCDC-187-2/2023	EPI_ISL_17850711	FR.1.1	5/27/2023	China	Liaoning		BA.2.75*	5/27/2023
SARS-CoV-2/human/CHN/LNCDC-185-21/2023	EPI_ISL_17850707	FR.1.1	6/1/2023	China	Liaoning		BA.2.75*	6/1/2023
SARS-CoV-2/human/CHN/LNCDC-185-20/2023	EPI_ISL_17850706	FR.1.1	6/1/2023	China	Liaoning		BA.2.75*	6/1/2023
SARS-CoV-2/human/CHN/LNCDC-179-19/2023	EPI_ISL_17850690	EG.5.2.2	5/21/2023	China	Liaoning		Others	5/21/2023
SARS-CoV-2/Human/CHN/HLJCDC-1671/2023	EPI_ISL_17850580	XBB.1.16	6/18/2023	China	Heilongjiang		XBB.1.16*	6/18/2023
SARS-CoV-2/Human/CHN/HLJCDC-1667/2023	EPI_ISL_17850576	FY.3.1	6/20/2023	China	Heilongjiang		XBB.1.22.1*	6/20/2023
SARS-CoV-2/Human/CHN/HLJCDC-1659/2023	EPI_ISL_17850558	XBB.1.17.1	6/20/2023	China	Heilongjiang		Others	6/20/2023
SARS-CoV-2/Human/CHN/HLJCDC-1628/2023	EPI_ISL_17850507	FR.1.4	6/19/2023	China	Heilongjiang		BA.2.75*	6/19/2023
SARS-CoV-2/Human/CHN/HLJCDC-1627/2023	EPI_ISL_17850506	FR.1.1	6/19/2023	China	Heilongjiang		BA.2.75*	6/19/2023
SARS-CoV-2/Human/CHN/HLJCDC-1626/2023	EPI_ISL_17850505	XBB.1.16	6/18/2023	China	Heilongjiang		XBB.1.16*	6/18/2023
SARS-CoV-2/Human/CHN/HLJCDC-1618/2023	EPI_ISL_17850497	FU.1	6/18/2023	China	Heilongjiang		XBB.1.16*	6/18/2023
SARS-CoV-2/Human/CHN/HLJCDC-1613/2023	EPI_ISL_17850492	FR.1.4	6/18/2023	China	Heilongjiang		BA.2.75*	6/18/2023
SARS-CoV-2/Human/CHN/HLJCDC-1601/2023	EPI_ISL_17850481	FY.3.1	6/19/2023	China	Heilongjiang		XBB.1.22.1*	6/19/2023
