strain,lineage,country,province,date
EPI_ISL_17978493,FE.1.1,China,Jiangsu,5/31/2023
EPI_ISL_17978381,GF.1,China,Jiangsu,5/31/2023
EPI_ISL_17802017,FL.2,China,Fujian,5/31/2023
EPI_ISL_17801872,XBB.1.16,China,Hubei,5/31/2023
EPI_ISL_17801817,FU.1,China,Hubei,5/31/2023
EPI_ISL_17808377,XBB.1.16,China,Yunnan,5/31/2023
EPI_ISL_17808282,FL.2,China,Yunnan,5/31/2023
EPI_ISL_17808263,XBB.2.3.3,China,Yunnan,5/31/2023
EPI_ISL_17980908,XBB.1.9.1,China,Gansu,6/1/2023
EPI_ISL_17978506,FL.2.3,China,Jiangsu,6/1/2023
EPI_ISL_17978496,FY.3.1,China,Jiangsu,6/1/2023
EPI_ISL_17978491,GF.1,China,Jiangsu,6/1/2023
EPI_ISL_17978489,GF.1,China,Jiangsu,6/1/2023
EPI_ISL_17951400,FL.2,China,Shanxi,6/1/2023
EPI_ISL_17951396,FL.2,China,Shanxi,6/1/2023
EPI_ISL_17951393,XBB.1.16,China,Shanxi,6/1/2023
EPI_ISL_17951377,XBB.1.16,China,Shanxi,6/1/2023
EPI_ISL_17951372,XBB.1.16,China,Shanxi,6/1/2023
EPI_ISL_17951370,FY.3,China,Shanxi,6/1/2023
EPI_ISL_17951359,FL.4,China,Shanxi,6/1/2023
EPI_ISL_17951353,XBB.1.16.1,China,Shanxi,6/1/2023
EPI_ISL_17951257,EG.5.1,China,Gansu,6/1/2023
EPI_ISL_17830408,XBB.1.9.1,China,Yunnan,6/1/2023
EPI_ISL_17830356,FY.3,China,Yunnan,6/1/2023
EPI_ISL_17811364,FL.2,China,Shanghai,6/1/2023
EPI_ISL_17811041,XBB.1.16,China,Shanghai,6/1/2023
EPI_ISL_17808400,FL.4,China,Sichuan,6/1/2023
EPI_ISL_17808116,XBB.1.5.24,China,Sichuan,6/1/2023
EPI_ISL_17808112,XBB.1.16,China,Sichuan,6/1/2023
EPI_ISL_17794618,FU.1,China,Jiangxi,6/1/2023
EPI_ISL_17794617,XBB.1.9.1,China,Jiangxi,6/1/2023
EPI_ISL_17794437,FL.2,China,Jiangxi,6/1/2023
EPI_ISL_17850707,FR.1,China,Others,6/1/2023
EPI_ISL_17850706,FR.1,China,Others,6/1/2023
EPI_ISL_17837070,XBB.1.16,China,Anhui,6/1/2023
EPI_ISL_17837071,XBB.1.5.24,China,Anhui,6/1/2023
EPI_ISL_17837076,XBB.1.5,China,Anhui,6/1/2023
EPI_ISL_17808279,EG.5.1,China,Yunnan,6/1/2023
EPI_ISL_17808259,XBB.1.22.1,China,Yunnan,6/1/2023
EPI_ISL_17978498,FR.1.1,China,Jiangsu,6/2/2023
EPI_ISL_17830279,FE.1.1,China,Anhui,6/2/2023
EPI_ISL_17819881,FE.1.1,China,Fujian,6/2/2023
EPI_ISL_17811058,FV.1,China,Shanghai,6/2/2023
EPI_ISL_17811055,FV.1,China,Shanghai,6/2/2023
EPI_ISL_17811053,FV.1,China,Shanghai,6/2/2023
EPI_ISL_17811005,FL.2,China,Shanghai,6/2/2023
EPI_ISL_17808090,FL.2,China,Sichuan,6/2/2023
EPI_ISL_17801873,FU.1,China,Hubei,6/2/2023
EPI_ISL_17850337,XBB.1.16,China,Heilongjiang,6/2/2023
EPI_ISL_17850303,EG.1,China,Heilongjiang,6/2/2023
EPI_ISL_17956802,FL.2,China,Henan,6/3/2023
EPI_ISL_17951260,EG.5.1,China,Others,6/3/2023
EPI_ISL_17836993,FY.3,China,Hubei,6/3/2023
EPI_ISL_17811083,XBB.1.5,China,Shanghai,6/3/2023
EPI_ISL_17802008,FR.1,China,Fujian,6/3/2023
EPI_ISL_17802007,FR.1,China,Fujian,6/3/2023
EPI_ISL_17802006,FR.1,China,Fujian,6/3/2023
EPI_ISL_17802005,FR.1,China,Fujian,6/3/2023
EPI_ISL_17802004,FR.1,China,Fujian,6/3/2023
EPI_ISL_17794436,FL.2,China,Jiangxi,6/3/2023
EPI_ISL_17785322,FL.2,China,Others,6/3/2023
EPI_ISL_17808365,XBB.1.16.1,China,Yunnan,6/3/2023
EPI_ISL_18213301,FR.1.4,China,Henan,6/4/2023
EPI_ISL_17988118,FY.3,China,Henan,6/4/2023
EPI_ISL_17972965,XBB.1.9.2,China,Henan,6/4/2023
EPI_ISL_17956790,FY.3,China,Henan,6/4/2023
EPI_ISL_17956787,XBB.1.19.1,China,Henan,6/4/2023
EPI_ISL_17836653,FY.3,China,Shanghai,6/4/2023
EPI_ISL_17836640,FR.1,China,Shanghai,6/4/2023
EPI_ISL_17830428,FL.2,China,Yunnan,6/4/2023
EPI_ISL_17811719,EG.5.1,China,Taiwan,6/4/2023
EPI_ISL_17811095,XBB.1.16,China,Shanghai,6/4/2023
EPI_ISL_17794429,FU.1,China,Jiangxi,6/4/2023
EPI_ISL_17785323,FL.4,China,Others,6/4/2023
EPI_ISL_17808368,XBB.2.3.5,China,Yunnan,6/4/2023
EPI_ISL_17808289,XBB.1.16.1,China,Yunnan,6/4/2023
EPI_ISL_17999213,FY.3,China,Anhui,6/5/2023
EPI_ISL_17998853,EG.5.1.1,China,Gansu,6/5/2023
EPI_ISL_17956925,XBB.1.9.2,China,Shanghai,6/5/2023
EPI_ISL_17850766,FR.1,China,Sichuan,6/5/2023
EPI_ISL_17850173,XBB.1.5.24,China,Fujian,6/5/2023
EPI_ISL_17850162,FR.1,China,Fujian,6/5/2023
EPI_ISL_17850158,FR.1,China,Fujian,6/5/2023
EPI_ISL_17819870,FE.1.1,China,Fujian,6/5/2023
EPI_ISL_17811136,XBB.1.16,China,Shanghai,6/5/2023
EPI_ISL_17811134,XBB.1.5,China,Shanghai,6/5/2023
EPI_ISL_17811124,FR.1,China,Shanghai,6/5/2023
EPI_ISL_17808401,FY.3,China,Sichuan,6/5/2023
EPI_ISL_17808145,FY.3,China,Anhui,6/5/2023
EPI_ISL_17801840,FY.3,China,Hubei,6/5/2023
EPI_ISL_17794776,EG.5.1,China,Jiangxi,6/5/2023
EPI_ISL_17794438,FL.2,China,Jiangxi,6/5/2023
EPI_ISL_17794008,XBB.1.5.24,China,Anhui,6/5/2023
EPI_ISL_17850367,XBB.1.5,China,Heilongjiang,6/5/2023
EPI_ISL_17850364,EG.5.1,China,Heilongjiang,6/5/2023
EPI_ISL_17850352,XBB.1.16,China,Heilongjiang,6/5/2023
EPI_ISL_17850343,XBB.1.16,China,Heilongjiang,6/5/2023
EPI_ISL_17850329,FL.4,China,Heilongjiang,6/5/2023
EPI_ISL_17850315,XBB.1.5.15,China,Heilongjiang,6/5/2023
EPI_ISL_17998920,GF.1,China,Xinjiang,6/6/2023
EPI_ISL_17998889,FU.1,China,Gansu,6/6/2023
EPI_ISL_17988878,XBB.1.16,China,Sichuan,6/6/2023
EPI_ISL_17850798,XBB.1.9.1,China,Sichuan,6/6/2023
EPI_ISL_17837046,FL.4,China,Gansu,6/6/2023
EPI_ISL_17837045,XBB.1.16.2,China,Gansu,6/6/2023
EPI_ISL_17836996,EG.5.1,China,Hubei,6/6/2023
EPI_ISL_17836681,XBB.1.5,China,Shanghai,6/6/2023
EPI_ISL_17830454,XBB.1.22.1,China,Yunnan,6/6/2023
EPI_ISL_17830450,EG.5.1,China,Yunnan,6/6/2023
EPI_ISL_17830441,XBB.1.22.1,China,Yunnan,6/6/2023
EPI_ISL_17830414,FY.3,China,Yunnan,6/6/2023
EPI_ISL_17830401,XBB.1.22.1,China,Yunnan,6/6/2023
EPI_ISL_17819886,XBB.2.3.2,China,Fujian,6/6/2023
EPI_ISL_17819874,FU.1,China,Fujian,6/6/2023
EPI_ISL_17819873,FY.3,China,Fujian,6/6/2023
EPI_ISL_17811702,BN.1.2,China,Taiwan,6/6/2023
EPI_ISL_17811701,XBB.2.3.3,China,Taiwan,6/6/2023
EPI_ISL_17811699,XBB.2.3.3,China,Taiwan,6/6/2023
EPI_ISL_17811691,XBB.1.9.1,China,Taiwan,6/6/2023
EPI_ISL_17808409,FR.1,China,Sichuan,6/6/2023
EPI_ISL_17808407,XBB.1.16,China,Sichuan,6/6/2023
EPI_ISL_17801869,EG.5.1,China,Hubei,6/6/2023
EPI_ISL_17801866,FU.1,China,Hubei,6/6/2023
EPI_ISL_17801834,FL.4,China,Hubei,6/6/2023
EPI_ISL_17794775,FU.1,China,Jiangxi,6/6/2023
EPI_ISL_17794773,EG.5.1,China,Jiangxi,6/6/2023
EPI_ISL_17794771,EG.5.1,China,Jiangxi,6/6/2023
EPI_ISL_17794770,EG.5.1,China,Jiangxi,6/6/2023
EPI_ISL_17850369,FR.1,China,Heilongjiang,6/6/2023
EPI_ISL_17850357,XBB.1.16,China,Heilongjiang,6/6/2023
EPI_ISL_17850308,XBB.1.9.1,China,Heilongjiang,6/6/2023
EPI_ISL_17850307,FY.3,China,Heilongjiang,6/6/2023
EPI_ISL_17999286,FY.3.1,China,Zhejiang,6/7/2023
EPI_ISL_17999285,FY.3.1,China,Zhejiang,6/7/2023
EPI_ISL_17998921,GF.1,China,Xinjiang,6/7/2023
EPI_ISL_17998897,GF.1,China,Xinjiang,6/7/2023
EPI_ISL_17987962,FE.1.1,China,Anhui,6/7/2023
EPI_ISL_17984577,FL.15,China,Taiwan,6/7/2023
EPI_ISL_17850796,FR.1,China,Sichuan,6/7/2023
EPI_ISL_17837002,FL.2,China,Hubei,6/7/2023
EPI_ISL_17836612,EU.1.1,China,Shanghai,6/7/2023
EPI_ISL_17830466,FR.1,China,Yunnan,6/7/2023
EPI_ISL_17830353,XBB.1.5.24,China,Yunnan,6/7/2023
EPI_ISL_17815599,FU.2,China,Hong Kong,6/7/2023
EPI_ISL_17801927,XBB.2.3.6,China,Fujian,6/7/2023
EPI_ISL_17801880,XBB.1.16,China,Hubei,6/7/2023
EPI_ISL_17794774,FL.4,China,Jiangxi,6/7/2023
EPI_ISL_17850824,FR.1,China,Yunnan,6/7/2023
EPI_ISL_17999245,FY.3.1,China,Zhejiang,6/8/2023
EPI_ISL_17999002,EU.1.1,China,Xinjiang,6/8/2023
EPI_ISL_17999001,FL.5,China,Xinjiang,6/8/2023
EPI_ISL_17951279,EG.5.1,China,Others,6/8/2023
EPI_ISL_17951269,FL.2,China,Others,6/8/2023
EPI_ISL_17836956,XBB.1.5.24,China,Shanghai,6/8/2023
EPI_ISL_17836595,XBB.1.5,China,Shanghai,6/8/2023
EPI_ISL_17836468,XBB.1.9.2,China,Shanghai,6/8/2023
EPI_ISL_17830438,FR.1,China,Yunnan,6/8/2023
EPI_ISL_17830374,XBB.1.5.24,China,Yunnan,6/8/2023
EPI_ISL_17819879,XBB.1.9.1,China,Fujian,6/8/2023
EPI_ISL_17850383,XBB.1.16,China,Heilongjiang,6/8/2023
EPI_ISL_17850381,FL.2,China,Heilongjiang,6/8/2023
EPI_ISL_17836991,FL.4,China,Anhui,6/8/2023
EPI_ISL_17999262,FU.1,China,Zhejiang,6/9/2023
EPI_ISL_17999258,FL.4,China,Zhejiang,6/9/2023
EPI_ISL_17999256,FY.3.1,China,Zhejiang,6/9/2023
EPI_ISL_17999255,FY.3.1,China,Zhejiang,6/9/2023
EPI_ISL_17999252,FL.2.3,China,Zhejiang,6/9/2023
EPI_ISL_17951266,EG.5.1,China,Others,6/9/2023
EPI_ISL_17850198,EG.5.1,China,Fujian,6/9/2023
EPI_ISL_17837011,FL.4,China,Hubei,6/9/2023
EPI_ISL_17830479,FY.3,China,Yunnan,6/9/2023
EPI_ISL_17819890,XBB.1.5.24,China,Fujian,6/9/2023
EPI_ISL_17988131,XBB.1.9.1,China,Henan,6/10/2023
EPI_ISL_17850188,XBB.2.3.2,China,Fujian,6/10/2023
EPI_ISL_18111098,GF.1,China,Henan,6/11/2023
EPI_ISL_17999230,XBB.1.42,China,Henan,6/11/2023
EPI_ISL_17999228,FR.1.1,China,Henan,6/11/2023
EPI_ISL_17989029,FL.15,China,Sichuan,6/11/2023
EPI_ISL_17988130,XBB.1.9.1,China,Henan,6/11/2023
EPI_ISL_17984588,GJ.1,China,Taiwan,6/11/2023
EPI_ISL_17850806,FY.3,China,Sichuan,6/11/2023
EPI_ISL_17850741,XBB.1.16,China,Sichuan,6/11/2023
EPI_ISL_17850737,FL.2,China,Sichuan,6/11/2023
EPI_ISL_17850908,XBB.1.16,China,Yunnan,6/11/2023
EPI_ISL_17836990,XBB.1.5.24,China,Anhui,6/11/2023
EPI_ISL_18010274,XBB.1.16.1,China,Taiwan,6/12/2023
EPI_ISL_17999220,FL.2.3,China,Anhui,6/12/2023
EPI_ISL_17999021,EG.5.1.1,China,Xinjiang,6/12/2023
EPI_ISL_17988132,XBB.1.9.1,China,Henan,6/12/2023
EPI_ISL_17972963,XBB.1.9.2,China,Henan,6/12/2023
EPI_ISL_17972956,EG.5.1,China,Henan,6/12/2023
EPI_ISL_17952754,XBB.1.5.59,China,Hong Kong,6/12/2023
EPI_ISL_17850803,FY.3,China,Sichuan,6/12/2023
EPI_ISL_17850195,XBB.1.9.1,China,Fujian,6/12/2023
EPI_ISL_17837031,FY.3,China,Hubei,6/12/2023
EPI_ISL_17837029,XBB.1.5.24,China,Hubei,6/12/2023
EPI_ISL_17837007,FL.2,China,Hubei,6/12/2023
EPI_ISL_17836487,FR.1,China,Shanghai,6/12/2023
EPI_ISL_17819894,FL.2,China,Fujian,6/12/2023
EPI_ISL_17819851,FL.2,China,Fujian,6/12/2023
EPI_ISL_17850421,EG.5.1,China,Heilongjiang,6/12/2023
EPI_ISL_17850420,EG.1,China,Heilongjiang,6/12/2023
EPI_ISL_17850417,EG.5.1,China,Heilongjiang,6/12/2023
EPI_ISL_17850395,EG.1,China,Heilongjiang,6/12/2023
EPI_ISL_17850389,FY.3,China,Heilongjiang,6/12/2023
EPI_ISL_17850388,FU.1,China,Heilongjiang,6/12/2023
EPI_ISL_17850894,FL.2,China,Yunnan,6/12/2023
EPI_ISL_17850883,XBB.2.3.5,China,Yunnan,6/12/2023
EPI_ISL_18213287,HL.2,China,Henan,6/13/2023
EPI_ISL_18111102,XBB.1.42,China,Henan,6/13/2023
EPI_ISL_17999266,FY.3.1,China,Zhejiang,6/13/2023
EPI_ISL_17999265,FU.1,China,Zhejiang,6/13/2023
EPI_ISL_17999264,XBB.1.16,China,Zhejiang,6/13/2023
EPI_ISL_17999235,XBB.1.42,China,Henan,6/13/2023
EPI_ISL_17989033,FL.5,China,Sichuan,6/13/2023
EPI_ISL_17987956,FY.3,China,Anhui,6/13/2023
EPI_ISL_17984631,DV.6.1,China,Taiwan,6/13/2023
EPI_ISL_17972961,FY.3,China,Henan,6/13/2023
EPI_ISL_17956915,FR.1,China,Shanghai,6/13/2023
EPI_ISL_17952749,FL.2,China,Hong Kong,6/13/2023
EPI_ISL_17850210,FE.1.1,China,Fujian,6/13/2023
EPI_ISL_17837016,FY.3,China,Hubei,6/13/2023
EPI_ISL_17837008,FL.2,China,Hubei,6/13/2023
EPI_ISL_17836906,BN.1.2,China,Shanghai,6/13/2023
EPI_ISL_17819855,XBB.2.3.7,China,Fujian,6/13/2023
EPI_ISL_17850452,XBB.1.16,China,Heilongjiang,6/13/2023
EPI_ISL_17850451,XBB.1.16.1,China,Heilongjiang,6/13/2023
EPI_ISL_17850445,EG.1,China,Heilongjiang,6/13/2023
EPI_ISL_17850443,XBB.1.9.1,China,Heilongjiang,6/13/2023
EPI_ISL_17850441,XBB.1.5.59,China,Heilongjiang,6/13/2023
EPI_ISL_18111097,XBB.1.42,China,Henan,6/14/2023
EPI_ISL_18010278,FL.4,China,Taiwan,6/14/2023
EPI_ISL_17999272,EG.5.1.1,China,Zhejiang,6/14/2023
EPI_ISL_17999271,EG.5.1.1,China,Zhejiang,6/14/2023
EPI_ISL_17999270,EG.5.1.1,China,Zhejiang,6/14/2023
EPI_ISL_17999269,FL.2.3,China,Zhejiang,6/14/2023
EPI_ISL_17999267,XBB.1.16,China,Zhejiang,6/14/2023
EPI_ISL_17999242,FR.1.1,China,Henan,6/14/2023
EPI_ISL_17998958,FR.1.1,China,Xinjiang,6/14/2023
EPI_ISL_17987979,XBB.1.16,China,Gansu,6/14/2023
EPI_ISL_17980916,XBB.1.9.1,China,Gansu,6/14/2023
EPI_ISL_17980913,XBB.1.9.1,China,Gansu,6/14/2023
EPI_ISL_17980911,EG.5.1.1,China,Gansu,6/14/2023
EPI_ISL_17980910,XBB.1.9.1,China,Gansu,6/14/2023
EPI_ISL_17980909,EG.5.1.1,China,Gansu,6/14/2023
EPI_ISL_17956984,XBB.1.9.2,China,Shanghai,6/14/2023
EPI_ISL_17956936,EU.1.1,China,Shanghai,6/14/2023
EPI_ISL_17850179,FU.1,China,Fujian,6/14/2023
EPI_ISL_17837014,FL.4,China,Hubei,6/14/2023
EPI_ISL_17836485,XBB.1.9.2,China,Shanghai,6/14/2023
EPI_ISL_17817048,FY.3,China,Hubei,6/14/2023
EPI_ISL_17850453,XBB.1.16,China,Heilongjiang,6/14/2023
EPI_ISL_17850910,FY.3,China,Yunnan,6/14/2023
EPI_ISL_17850838,XBB.1.22.1,China,Yunnan,6/14/2023
EPI_ISL_18040221,FY.3,China,Henan,6/15/2023
EPI_ISL_18010276,DV.6.2,China,Taiwan,6/15/2023
EPI_ISL_17999275,EG.5.1.1,China,Zhejiang,6/15/2023
EPI_ISL_17999274,EG.5.1.1,China,Zhejiang,6/15/2023
EPI_ISL_17999273,FL.16,China,Zhejiang,6/15/2023
EPI_ISL_17850222,XBB.1.5.24,China,Fujian,6/15/2023
EPI_ISL_17850181,FE.1.1,China,Fujian,6/15/2023
EPI_ISL_17837058,FL.4,China,Gansu,6/15/2023
EPI_ISL_17836819,BN.1.2,China,Shanghai,6/15/2023
EPI_ISL_17836818,BN.1.2,China,Shanghai,6/15/2023
EPI_ISL_17850469,EG.5.1,China,Heilongjiang,6/15/2023
EPI_ISL_17850854,XBB.2.3.5,China,Yunnan,6/15/2023
EPI_ISL_17999281,EG.5.1.1,China,Zhejiang,6/16/2023
EPI_ISL_17999278,EG.5.1.1,China,Zhejiang,6/16/2023
EPI_ISL_17988930,FL.5,China,Sichuan,6/16/2023
EPI_ISL_17980938,FL.2,China,Shanxi,6/16/2023
EPI_ISL_17980937,XBB.1.16,China,Shanxi,6/16/2023
EPI_ISL_17980931,XBB.1.16,China,Shanxi,6/16/2023
EPI_ISL_17980918,EG.5.1,China,Shanxi,6/16/2023
EPI_ISL_17980917,FL.2.3,China,Shanxi,6/16/2023
EPI_ISL_17957138,XBB.1.16,China,Shanghai,6/16/2023
EPI_ISL_17951232,EG.5.1,China,Hubei,6/16/2023
EPI_ISL_17850923,XBB.1.16,China,Yunnan,6/16/2023
EPI_ISL_18213275,HL.2,China,Henan,6/17/2023
EPI_ISL_17850933,XBB.2.3.3,China,Yunnan,6/17/2023
EPI_ISL_18010288,EG.1,China,Taiwan,6/18/2023
EPI_ISL_17999238,FY.3,China,Henan,6/18/2023
EPI_ISL_17957121,XBB.2.3.3,China,Shanghai,6/18/2023
EPI_ISL_17956761,XBB.1.5.24,China,Fujian,6/18/2023
EPI_ISL_17951228,FY.3,China,Hubei,6/18/2023
EPI_ISL_17850580,XBB.1.16,China,Heilongjiang,6/18/2023
EPI_ISL_17850505,XBB.1.16,China,Heilongjiang,6/18/2023
EPI_ISL_17850497,FU.1,China,Heilongjiang,6/18/2023
EPI_ISL_17850492,FR.1,China,Heilongjiang,6/18/2023
EPI_ISL_17850878,FL.2,China,Yunnan,6/18/2023
EPI_ISL_18105914,XBB.1.16.1,China,Jiangsu,6/19/2023
EPI_ISL_18105906,FL.4,China,Jiangsu,6/19/2023
EPI_ISL_18058636,EG.5.1.1,China,Anhui,6/19/2023
EPI_ISL_18037368,FY.3,China,Jiangsu,6/19/2023
EPI_ISL_18037352,FE.1.1,China,Jiangsu,6/19/2023
EPI_ISL_18037340,FE.1.1,China,Jiangsu,6/19/2023
EPI_ISL_18012362,FR.1.1,China,Henan,6/19/2023
EPI_ISL_17998983,FR.1.1,China,Xinjiang,6/19/2023
EPI_ISL_17989079,XBB.1.16,China,Sichuan,6/19/2023
EPI_ISL_17987751,XBB.1.5,China,Shanghai,6/19/2023
EPI_ISL_17987615,EU.1.1,China,Shanghai,6/19/2023
EPI_ISL_17956779,XBB.1.9.1,China,Fujian,6/19/2023
EPI_ISL_17956733,EG.5.1,China,Others,6/19/2023
EPI_ISL_17951230,XBB.1.16.2,China,Hubei,6/19/2023
EPI_ISL_17850507,FR.1,China,Heilongjiang,6/19/2023
EPI_ISL_17850506,FR.1,China,Heilongjiang,6/19/2023
EPI_ISL_17850481,FY.3,China,Heilongjiang,6/19/2023
EPI_ISL_17850480,XBB.1.9.1,China,Heilongjiang,6/19/2023
EPI_ISL_17850851,FL.4,China,Yunnan,6/19/2023
EPI_ISL_17850850,FL.4,China,Yunnan,6/19/2023
EPI_ISL_17850849,FL.4,China,Yunnan,6/19/2023
EPI_ISL_17850848,FL.4,China,Yunnan,6/19/2023
EPI_ISL_17850847,FL.4,China,Yunnan,6/19/2023
EPI_ISL_17850846,FL.4,China,Yunnan,6/19/2023
EPI_ISL_17850845,FL.4,China,Yunnan,6/19/2023
EPI_ISL_18292648,FY.3,China,Anhui,6/20/2023
EPI_ISL_18105949,GF.1,China,Jiangsu,6/20/2023
EPI_ISL_18105921,EG.5.1.1,China,Jiangsu,6/20/2023
EPI_ISL_18058627,FE.1.1,China,Anhui,6/20/2023
EPI_ISL_18040260,FY.3.1,China,Sichuan,6/20/2023
EPI_ISL_18010234,FL.15,China,Taiwan,6/20/2023
EPI_ISL_17999299,XBB.1.9.1,China,Xinjiang,6/20/2023
EPI_ISL_17998946,FY.3.1,China,Xinjiang,6/20/2023
EPI_ISL_17987999,EG.5.1.1,China,Henan,6/20/2023
EPI_ISL_17987988,XBB.1.16.2,China,Henan,6/20/2023
EPI_ISL_17980926,FY.3.1,China,Shanxi,6/20/2023
EPI_ISL_17980924,FL.2,China,Shanxi,6/20/2023
EPI_ISL_17957116,FR.1,China,Shanghai,6/20/2023
EPI_ISL_17957115,FR.1,China,Shanghai,6/20/2023
EPI_ISL_17956782,FE.1.1,China,Fujian,6/20/2023
EPI_ISL_17952758,XBB.1.5.59,China,Hong Kong,6/20/2023
EPI_ISL_17951226,XBB.1.16.2,China,Hubei,6/20/2023
EPI_ISL_17951222,XBB.1.5.24,China,Hubei,6/20/2023
EPI_ISL_17850576,FY.3,China,Heilongjiang,6/20/2023
EPI_ISL_17850558,XBB.1.17.1,China,Heilongjiang,6/20/2023
EPI_ISL_18108758,FY.3.1,China,Xinjiang,6/21/2023
EPI_ISL_18105943,FL.4,China,Jiangsu,6/21/2023
EPI_ISL_18055771,XBB.1.9.1,China,Gansu,6/21/2023
EPI_ISL_18037357,FE.1,China,Jiangsu,6/21/2023
EPI_ISL_17999051,FU.1,China,Xinjiang,6/21/2023
EPI_ISL_17988995,FL.15,China,Sichuan,6/21/2023
EPI_ISL_17988001,FU.1,China,Henan,6/21/2023
EPI_ISL_17987580,FU.1,China,Shanghai,6/21/2023
EPI_ISL_17978587,FY.3.1,China,Shanxi,6/21/2023
EPI_ISL_17951233,XBB.1.5.24,China,Hubei,6/21/2023
EPI_ISL_18461518,EG.5.1,China,Hong Kong,6/22/2023
EPI_ISL_18292643,FU.1,China,Anhui,6/22/2023
EPI_ISL_17998914,FL.4,China,Xinjiang,6/22/2023
EPI_ISL_18208069,FL.15,China,Taiwan,6/23/2023
EPI_ISL_18037334,FY.3,China,Jiangsu,6/23/2023
EPI_ISL_18010248,EG.1,China,Taiwan,6/23/2023
EPI_ISL_18010245,DV.6.2,China,Taiwan,6/23/2023
EPI_ISL_17999047,FY.3.1,China,Xinjiang,6/23/2023
EPI_ISL_17988993,FL.15,China,Sichuan,6/23/2023
EPI_ISL_17987991,FU.1,China,Henan,6/23/2023
EPI_ISL_17978588,FL.2.3,China,Shanxi,6/23/2023
EPI_ISL_17956716,EG.5.1,China,Others,6/23/2023
EPI_ISL_17997260,XBB.1.42,China,Hong Kong,6/24/2023
EPI_ISL_17980941,FU.1,China,Shanxi,6/24/2023
EPI_ISL_17978589,EG.5.1.1,China,Shanxi,6/24/2023
EPI_ISL_17956726,EG.5.1,China,Others,6/24/2023
EPI_ISL_17956725,EG.5.1,China,Others,6/24/2023
EPI_ISL_18108790,FR.1.3,China,Xinjiang,6/25/2023
EPI_ISL_18060861,FY.3,China,Sichuan,6/25/2023
EPI_ISL_18040219,FY.3.1,China,Henan,6/25/2023
EPI_ISL_18037399,FY.3.1,China,Jiangsu,6/25/2023
EPI_ISL_18037333,FE.1.1,China,Jiangsu,6/25/2023
EPI_ISL_17988898,EG.5.1.1,China,Sichuan,6/25/2023
EPI_ISL_17988896,FY.3.1,China,Sichuan,6/25/2023
EPI_ISL_17956729,EG.5.1,China,Others,6/25/2023
EPI_ISL_17956728,EG.5.1,China,Others,6/25/2023
EPI_ISL_17952742,XBB.1.9.1,China,Hong Kong,6/25/2023
EPI_ISL_18292651,GY.6,China,Anhui,6/26/2023
EPI_ISL_18208076,FY.2,China,Taiwan,6/26/2023
EPI_ISL_18108732,XBB.1.16.2,China,Xinjiang,6/26/2023
EPI_ISL_18058637,FL.2.3,China,Anhui,6/26/2023
EPI_ISL_18037326,FE.1.1,China,Jiangsu,6/26/2023
EPI_ISL_17997261,XBB.1.5.59,China,Hong Kong,6/26/2023
EPI_ISL_17987710,EG.5.1.1,China,Shanghai,6/26/2023
EPI_ISL_17980935,EG.5.1.1,China,Shanxi,6/26/2023
EPI_ISL_17978558,FY.3.1,China,Hubei,6/26/2023
EPI_ISL_17962816,XBB.1.9.1,China,Gansu,6/26/2023
EPI_ISL_17956724,EG.5.1,China,Others,6/26/2023
EPI_ISL_18208071,FY.2,China,Taiwan,6/27/2023
EPI_ISL_18108817,FR.1.1,China,Xinjiang,6/27/2023
EPI_ISL_18108689,FY.3,China,Xinjiang,6/27/2023
EPI_ISL_18108688,XBB.1.9.1,China,Xinjiang,6/27/2023
EPI_ISL_18105907,EG.5.1.1,China,Jiangsu,6/27/2023
EPI_ISL_18097206,XBB.2.3.2,China,Hong Kong,6/27/2023
EPI_ISL_18037329,FE.1.1,China,Jiangsu,6/27/2023
EPI_ISL_18013113,FY.3.1,China,Fujian,6/27/2023
EPI_ISL_17997263,FL.4,China,Hong Kong,6/27/2023
EPI_ISL_18108812,EG.5.1.1,China,Xinjiang,6/28/2023
EPI_ISL_18105952,GF.1,China,Jiangsu,6/28/2023
EPI_ISL_18105890,FL.4,China,Jiangsu,6/28/2023
EPI_ISL_18105884,GF.1,China,Jiangsu,6/28/2023
EPI_ISL_18037364,FE.1.1,China,Jiangsu,6/28/2023
EPI_ISL_17997266,XBB.1.42,China,Hong Kong,6/28/2023
EPI_ISL_17997264,FU.1,China,Hong Kong,6/28/2023
EPI_ISL_17994610,XBB.1.16.1,China,Shanghai,6/28/2023
EPI_ISL_17994580,FE.1.1,China,Shanghai,6/28/2023
EPI_ISL_17988012,FL.16,China,Others,6/28/2023
EPI_ISL_17988005,FL.16,China,Others,6/28/2023
EPI_ISL_17987811,FE.1.1,China,Shanghai,6/28/2023
EPI_ISL_17962814,FU.1,China,Gansu,6/28/2023
EPI_ISL_18108731,FR.1.3,China,Xinjiang,6/29/2023
EPI_ISL_18037338,GF.1,China,Jiangsu,6/29/2023
EPI_ISL_17994579,GF.1,China,Shanghai,6/29/2023
EPI_ISL_17988009,EG.5.1.1,China,Others,6/29/2023
EPI_ISL_18109261,EG.5.1,China,Taiwan,6/30/2023
EPI_ISL_18108868,FR.1.3,China,Xinjiang,6/30/2023
EPI_ISL_18105923,XBB.1.16.2,China,Jiangsu,6/30/2023
EPI_ISL_18105922,GF.1,China,Jiangsu,6/30/2023
