strain,lineage,date,country,province
EPI_ISL_17836405_new,XBB.1.9*,2023-05-26,China,Xinjiang
EPI_ISL_17836406_new,XBB.1.9*,2023-05-26,China,Xinjiang
EPI_ISL_17836407_new,XBB.1.9*,2023-05-26,China,Xinjiang
EPI_ISL_17836415_new,XBB.1.9*,2023-05-26,China,Xinjiang
EPI_ISL_17808268_new,XBB.1.16*,2023-05-26,China,Yunnan
EPI_ISL_17808240_new,XBB.1.9*,2023-05-26,China,Yunnan
EPI_ISL_17785266_new,XBB.1.5*,2023-05-26,China,Xinjiang
EPI_ISL_17785255_new,XBB.1.9*,2023-05-26,China,Xinjiang
EPI_ISL_17785253_new,XBB.1.5*,2023-05-26,China,Xinjiang
EPI_ISL_17778682_new,XBB.1.9*,2023-05-26,China,Yunnan
EPI_ISL_17778683_new,XBB.1.9*,2023-05-26,China,Yunnan
EPI_ISL_17778701_new,Others,2023-05-26,China,Yunnan
EPI_ISL_17778697_new,XBB.1.16*,2023-05-26,China,Yunnan
EPI_ISL_17778757_new,XBB.1.9*,2023-05-26,China,Yunnan
EPI_ISL_17778745_new,BA.2.75*,2023-05-26,China,Yunnan
EPI_ISL_17778662_new,XBB.1.9*,2023-05-26,China,Yunnan
EPI_ISL_17778748_new,BA.2.75*,2023-05-26,China,Yunnan
EPI_ISL_17778621_new,XBB.1.16*,2023-05-26,China,Yunnan
EPI_ISL_17778622_new,XBB.1.9*,2023-05-26,China,Yunnan
EPI_ISL_17778628_new,XBB.1.16*,2023-05-26,China,Yunnan
EPI_ISL_17778764_new,XBB.1.5*,2023-05-26,China,Gansu
EPI_ISL_18014678_new,Others,2023-05-27,China,Taiwan
EPI_ISL_18014677_new,XBB.1.9*,2023-05-27,China,Taiwan
EPI_ISL_18014676_new,XBB.1.22*,2023-05-27,China,Taiwan
EPI_ISL_18012343_new,XBB.1.16*,2023-05-27,China,Gansu
EPI_ISL_17998856_new,XBB.1.9*,2023-05-27,China,Gansu
EPI_ISL_17988007_new,XBB.1.5*,2023-05-27,China,Qinghai
EPI_ISL_17978434_new,Others,2023-05-27,China,Jiangsu
EPI_ISL_17951250_new,XBB.1.9*,2023-05-27,China,Gansu
EPI_ISL_17951249_new,XBB.1.5*,2023-05-27,China,Gansu
EPI_ISL_17951248_new,XBB.1.16*,2023-05-27,China,Gansu
EPI_ISL_17951243_new,XBB.1.5*,2023-05-27,China,Anhui
EPI_ISL_17951242_new,XBB.1.22*,2023-05-27,China,Anhui
EPI_ISL_17880021_new,XBB.1.22*,2023-05-27,China,Taiwan
EPI_ISL_17880020_new,XBB.1.9*,2023-05-27,China,Taiwan
EPI_ISL_17880019_new,XBB.1.16*,2023-05-27,China,Taiwan
EPI_ISL_17850595_new,XBB.1.16*,2023-05-27,China,Henan
EPI_ISL_17850593_new,XBB.1.16*,2023-05-27,China,Henan
EPI_ISL_17830460_new,XBB.1.16*,2023-05-27,China,Yunnan
EPI_ISL_17830269_new,XBB.1.22*,2023-05-27,China,Anhui
EPI_ISL_17816962_new,XBB.1.22*,2023-05-27,China,Henan
EPI_ISL_17816961_new,XBB.1.9*,2023-05-27,China,Henan
EPI_ISL_17815597_new,XBB.1.9*,2023-05-27,China,Hong Kong
EPI_ISL_17811285_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17811283_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17811281_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17811271_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17808383_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17808382_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17808381_new,XBB.1.16*,2023-05-27,China,Sichuan
EPI_ISL_17808182_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17808181_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17801948_new,XBB.1.9*,2023-05-27,China,Fujian
EPI_ISL_17801947_new,XBB.1.5*,2023-05-27,China,Fujian
EPI_ISL_17801801_new,XBB.1.9*,2023-05-27,China,Fujian
EPI_ISL_17801793_new,XBB.1.16*,2023-05-27,China,Fujian
EPI_ISL_17801791_new,XBB.1.16*,2023-05-27,China,Fujian
EPI_ISL_17801790_new,XBB.1.16*,2023-05-27,China,Fujian
EPI_ISL_17801789_new,XBB.1.16*,2023-05-27,China,Fujian
EPI_ISL_17795565_new,XBB.2.3*,2023-05-27,China,Shanghai
EPI_ISL_17795493_new,XBB.1.9*,2023-05-27,China,Shanghai
EPI_ISL_17795492_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795486_new,Others,2023-05-27,China,Shanghai
EPI_ISL_17795453_new,Others,2023-05-27,China,Shanghai
EPI_ISL_17795451_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795450_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795449_new,BA.2.75*,2023-05-27,China,Shanghai
EPI_ISL_17795448_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795447_new,XBB.1.22*,2023-05-27,China,Shanghai
EPI_ISL_17795446_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795290_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795192_new,XBB.1.9*,2023-05-27,China,Shanghai
EPI_ISL_17795191_new,XBB.1.5*,2023-05-27,China,Shanghai
EPI_ISL_17795190_new,XBB.1.5*,2023-05-27,China,Shanghai
EPI_ISL_17795189_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795188_new,Others,2023-05-27,China,Shanghai
EPI_ISL_17795187_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795186_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795185_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795184_new,XBB.1.5*,2023-05-27,China,Shanghai
EPI_ISL_17795183_new,XBB.1.9*,2023-05-27,China,Shanghai
EPI_ISL_17795182_new,Others,2023-05-27,China,Shanghai
EPI_ISL_17795181_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795180_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795179_new,XBB.1.5*,2023-05-27,China,Shanghai
EPI_ISL_17795178_new,XBB.1.9*,2023-05-27,China,Shanghai
EPI_ISL_17795177_new,Others,2023-05-27,China,Shanghai
EPI_ISL_17795176_new,XBB.1.9*,2023-05-27,China,Shanghai
EPI_ISL_17795175_new,XBB.1.9*,2023-05-27,China,Shanghai
EPI_ISL_17795174_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795173_new,BA.2.75*,2023-05-27,China,Shanghai
EPI_ISL_17795172_new,XBB.1.5*,2023-05-27,China,Shanghai
EPI_ISL_17795171_new,XBB.1.9*,2023-05-27,China,Shanghai
EPI_ISL_17795170_new,XBB.2.3*,2023-05-27,China,Shanghai
EPI_ISL_17795169_new,XBB.1.22*,2023-05-27,China,Shanghai
EPI_ISL_17795168_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795167_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795166_new,XBB.1.16*,2023-05-27,China,Shanghai
EPI_ISL_17795165_new,BA.2.75*,2023-05-27,China,Shanghai
EPI_ISL_17795164_new,XBB.1.22*,2023-05-27,China,Shanghai
EPI_ISL_17795163_new,XBB.1.5*,2023-05-27,China,Shanghai
EPI_ISL_17795162_new,Others,2023-05-27,China,Shanghai
EPI_ISL_17795005_new,XBB.1.5*,2023-05-27,China,Jiangxi
EPI_ISL_17794814_new,XBB.1.9*,2023-05-27,China,Jiangxi
EPI_ISL_17794813_new,XBB.1.9*,2023-05-27,China,Jiangxi
EPI_ISL_17794810_new,XBB.1.9*,2023-05-27,China,Jiangxi
EPI_ISL_17778555_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17778554_new,XBB.1.16*,2023-05-27,China,Sichuan
EPI_ISL_17778551_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17778546_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17778545_new,XBB.1.9*,2023-05-27,China,Sichuan
EPI_ISL_17770414_new,XBB.1.9*,2023-05-27,China,Qinghai
EPI_ISL_17762942_new,Others,2023-05-27,China,Hong Kong
EPI_ISL_17739846_new,XBB.1.9*,2023-05-27,China,Heilongjiang
EPI_ISL_17739678_new,XBB.1.9*,2023-05-27,China,Heilongjiang
EPI_ISL_17850726_new,XBB.1.9*,2023-05-27,China,Liaoning
EPI_ISL_17850722_new,BA.2.75*,2023-05-27,China,Liaoning
EPI_ISL_17850711_new,BA.2.75*,2023-05-27,China,Liaoning
EPI_ISL_17850241_new,XBB.1.22*,2023-05-27,China,Heilongjiang
EPI_ISL_17850240_new,XBB.1.22*,2023-05-27,China,Heilongjiang
EPI_ISL_17836217_new,XBB.1.16*,2023-05-27,China,Xinjiang
EPI_ISL_17836225_new,XBB.1.16*,2023-05-27,China,Xinjiang
EPI_ISL_17836226_new,XBB.1.5*,2023-05-27,China,Xinjiang
EPI_ISL_17836227_new,BA.2.75*,2023-05-27,China,Xinjiang
EPI_ISL_17836229_new,XBB.1.5*,2023-05-27,China,Xinjiang
EPI_ISL_17836402_new,XBB.1.5*,2023-05-27,China,Xinjiang
EPI_ISL_17836414_new,XBB.1.9*,2023-05-27,China,Xinjiang
EPI_ISL_17808373_new,XBB.1.22*,2023-05-27,China,Yunnan
EPI_ISL_17808292_new,BA.2.75*,2023-05-27,China,Yunnan
EPI_ISL_17808237_new,XBB.1.9*,2023-05-27,China,Yunnan
EPI_ISL_17785262_new,XBB.1.22*,2023-05-27,China,Xinjiang
EPI_ISL_17785259_new,XBB.1.9*,2023-05-27,China,Xinjiang
EPI_ISL_17778693_new,Others,2023-05-27,China,Yunnan
EPI_ISL_17778758_new,XBB.1.9*,2023-05-27,China,Yunnan
EPI_ISL_17778751_new,XBB.1.22*,2023-05-27,China,Yunnan
EPI_ISL_17778619_new,XBB.1.9*,2023-05-27,China,Yunnan
EPI_ISL_17778624_new,XBB.1.9*,2023-05-27,China,Yunnan
EPI_ISL_17778626_new,XBB.2.3*,2023-05-27,China,Yunnan
EPI_ISL_17778627_new,XBB.1.16*,2023-05-27,China,Yunnan
EPI_ISL_17778631_new,XBB.1.9*,2023-05-27,China,Yunnan
EPI_ISL_17778616_new,XBB.1.16*,2023-05-27,China,Yunnan
EPI_ISL_17778623_new,XBB.1.16*,2023-05-27,China,Yunnan
EPI_ISL_18111094_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_18060854_new,XBB.1.9*,2023-05-28,China,Sichuan
EPI_ISL_17999012_new,XBB.1.5*,2023-05-28,China,Xinjiang
EPI_ISL_17987967_new,XBB.1.9*,2023-05-28,China,Anhui
EPI_ISL_17978389_new,XBB.1.5*,2023-05-28,China,Jiangsu
EPI_ISL_17956804_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17956795_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17951238_new,Others,2023-05-28,China,Anhui
EPI_ISL_17879994_new,XBB.2.3*,2023-05-28,China,Taiwan
EPI_ISL_17879993_new,XBB.1.22*,2023-05-28,China,Taiwan
EPI_ISL_17879992_new,XBB.1.9*,2023-05-28,China,Taiwan
EPI_ISL_17879988_new,XBB.1.16*,2023-05-28,China,Taiwan
EPI_ISL_17879987_new,XBB.1.9*,2023-05-28,China,Taiwan
EPI_ISL_17850594_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17850592_new,XBB.1.16*,2023-05-28,China,Henan
EPI_ISL_17850591_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17850590_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17850589_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17850588_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17830275_new,XBB.1.22*,2023-05-28,China,Anhui
EPI_ISL_17816985_new,XBB.1.16*,2023-05-28,China,Henan
EPI_ISL_17816983_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17816971_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17816968_new,XBB.1.9*,2023-05-28,China,Henan
EPI_ISL_17816967_new,XBB.1.5*,2023-05-28,China,Henan
EPI_ISL_17816966_new,XBB.1.5*,2023-05-28,China,Henan
EPI_ISL_17816965_new,XBB.1.22*,2023-05-28,China,Henan
EPI_ISL_17816960_new,XBB.1.16*,2023-05-28,China,Henan
EPI_ISL_17811303_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811302_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811301_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17811300_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17811290_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17811287_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811286_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811282_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17811280_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811278_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811277_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811276_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17811275_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17811274_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811273_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17811272_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17808427_new,XBB.1.9*,2023-05-28,China,Sichuan
EPI_ISL_17808387_new,XBB.1.16*,2023-05-28,China,Sichuan
EPI_ISL_17808385_new,XBB.1.9*,2023-05-28,China,Sichuan
EPI_ISL_17808379_new,XBB.1.9*,2023-05-28,China,Sichuan
EPI_ISL_17801950_new,XBB.1.5*,2023-05-28,China,Fujian
EPI_ISL_17801933_new,XBB.1.9*,2023-05-28,China,Fujian
EPI_ISL_17801930_new,XBB.2.3*,2023-05-28,China,Fujian
EPI_ISL_17801876_new,XBB.1.9*,2023-05-28,China,Hubei
EPI_ISL_17801822_new,XBB.1.22*,2023-05-28,China,Hubei
EPI_ISL_17801802_new,XBB.1.16*,2023-05-28,China,Fujian
EPI_ISL_17801800_new,XBB.1.16*,2023-05-28,China,Fujian
EPI_ISL_17795564_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795546_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795545_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795544_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795543_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795542_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795541_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795499_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795498_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795497_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795496_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795495_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795494_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795461_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795460_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17795459_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17795458_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795457_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795456_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795454_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795452_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795235_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795234_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795233_new,BA.2.75*,2023-05-28,China,Shanghai
EPI_ISL_17795232_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795231_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795230_new,BA.2.75*,2023-05-28,China,Shanghai
EPI_ISL_17795229_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795227_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795226_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795225_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795224_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795223_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795222_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795221_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795220_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795219_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795218_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795217_new,XBB.2.3*,2023-05-28,China,Shanghai
EPI_ISL_17795216_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795215_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795214_new,BA.2.75*,2023-05-28,China,Shanghai
EPI_ISL_17795213_new,XBB.2.3*,2023-05-28,China,Shanghai
EPI_ISL_17795212_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17795211_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17795210_new,BA.2.75*,2023-05-28,China,Shanghai
EPI_ISL_17795209_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795208_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795207_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795206_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795205_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795204_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795203_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795202_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795201_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17795200_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795199_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795198_new,XBB.1.5*,2023-05-28,China,Shanghai
EPI_ISL_17795197_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795196_new,Others,2023-05-28,China,Shanghai
EPI_ISL_17795195_new,XBB.1.16*,2023-05-28,China,Shanghai
EPI_ISL_17795194_new,XBB.1.9*,2023-05-28,China,Shanghai
EPI_ISL_17795193_new,XBB.1.22*,2023-05-28,China,Shanghai
EPI_ISL_17795015_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17795014_new,XBB.2.3*,2023-05-28,China,Jiangxi
EPI_ISL_17795013_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17795010_new,XBB.1.16*,2023-05-28,China,Jiangxi
EPI_ISL_17794962_new,XBB.1.16*,2023-05-28,China,Jiangxi
EPI_ISL_17794959_new,XBB.1.16*,2023-05-28,China,Jiangxi
EPI_ISL_17794958_new,XBB.1.16*,2023-05-28,China,Jiangxi
EPI_ISL_17794957_new,BA.2.75*,2023-05-28,China,Jiangxi
EPI_ISL_17794956_new,XBB.1.16*,2023-05-28,China,Jiangxi
EPI_ISL_17794864_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17794808_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17794807_new,BA.2.75*,2023-05-28,China,Jiangxi
EPI_ISL_17794424_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17794423_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17794421_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17794417_new,XBB.1.9*,2023-05-28,China,Jiangxi
EPI_ISL_17778549_new,XBB.1.9*,2023-05-28,China,Sichuan
EPI_ISL_17778548_new,XBB.1.9*,2023-05-28,China,Sichuan
EPI_ISL_17770415_new,Others,2023-05-28,China,Qinghai
EPI_ISL_17850725_new,XBB.1.9*,2023-05-28,China,Liaoning
EPI_ISL_17850291_new,XBB.1.9*,2023-05-28,China,Heilongjiang
EPI_ISL_17850290_new,XBB.1.16*,2023-05-28,China,Heilongjiang
EPI_ISL_17850288_new,BA.2.75*,2023-05-28,China,Heilongjiang
EPI_ISL_17850286_new,XBB.1.9*,2023-05-28,China,Heilongjiang
EPI_ISL_17850246_new,Others,2023-05-28,China,Heilongjiang
EPI_ISL_17850245_new,BA.2.75*,2023-05-28,China,Heilongjiang
EPI_ISL_17850244_new,XBB.1.22*,2023-05-28,China,Heilongjiang
EPI_ISL_17850237_new,XBB.1.16*,2023-05-28,China,Heilongjiang
EPI_ISL_17850225_new,XBB.1.9*,2023-05-28,China,Heilongjiang
EPI_ISL_17850156_new,XBB.1.9*,2023-05-28,China,Anhui
EPI_ISL_17836223_new,XBB.1.9*,2023-05-28,China,Xinjiang
EPI_ISL_17836378_new,XBB.1.5*,2023-05-28,China,Xinjiang
EPI_ISL_17836379_new,XBB.1.5*,2023-05-28,China,Xinjiang
EPI_ISL_17808348_new,XBB.1.9*,2023-05-28,China,Yunnan
EPI_ISL_17808347_new,XBB.1.9*,2023-05-28,China,Yunnan
EPI_ISL_17808309_new,XBB.1.9*,2023-05-28,China,Yunnan
EPI_ISL_17808301_new,XBB.1.16*,2023-05-28,China,Yunnan
EPI_ISL_17808294_new,XBB.1.5*,2023-05-28,China,Yunnan
EPI_ISL_17808290_new,XBB.1.9*,2023-05-28,China,Yunnan
EPI_ISL_17808236_new,XBB.1.5*,2023-05-28,China,Yunnan
EPI_ISL_17808235_new,XBB.1.9*,2023-05-28,China,Yunnan
EPI_ISL_17808232_new,XBB.1.5*,2023-05-28,China,Yunnan
EPI_ISL_17785265_new,XBB.1.9*,2023-05-28,China,Xinjiang
EPI_ISL_17778761_new,XBB.1.22*,2023-05-28,China,Yunnan
EPI_ISL_17778762_new,XBB.1.9*,2023-05-28,China,Yunnan
EPI_ISL_17778694_new,XBB.1.22*,2023-05-28,China,Yunnan
EPI_ISL_17778617_new,XBB.1.16*,2023-05-28,China,Yunnan
EPI_ISL_17778620_new,XBB.2.3*,2023-05-28,China,Yunnan
EPI_ISL_17765931_new,XBB.1.5*,2023-05-28,China,Anhui
EPI_ISL_17765930_new,XBB.1.5*,2023-05-28,China,Anhui
EPI_ISL_18217149_new,XBB.1.9*,2023-05-29,China,Henan
EPI_ISL_18217146_new,Others,2023-05-29,China,Henan
EPI_ISL_18217145_new,XBB.1.9*,2023-05-29,China,Henan
EPI_ISL_18217142_new,XBB.1.22*,2023-05-29,China,Henan
EPI_ISL_18217137_new,XBB.1.22*,2023-05-29,China,Henan
EPI_ISL_18012338_new,XBB.1.22*,2023-05-29,China,Gansu
EPI_ISL_18012337_new,XBB.1.9*,2023-05-29,China,Gansu
EPI_ISL_18012334_new,XBB.1.5*,2023-05-29,China,Gansu
EPI_ISL_17999013_new,XBB.1.9*,2023-05-29,China,Xinjiang
EPI_ISL_17998888_new,XBB.1.9*,2023-05-29,China,Gansu
EPI_ISL_17998857_new,XBB.1.5*,2023-05-29,China,Gansu
EPI_ISL_17988998_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17988997_new,XBB.1.16*,2023-05-29,China,Sichuan
EPI_ISL_17988973_new,Others,2023-05-29,China,Sichuan
EPI_ISL_17988972_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17988956_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17988952_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17978672_new,XBB.1.9*,2023-05-29,China,Henan
EPI_ISL_17978504_new,XBB.1.22*,2023-05-29,China,Jiangsu
EPI_ISL_17978461_new,XBB.1.9*,2023-05-29,China,Jiangsu
EPI_ISL_17978453_new,XBB.1.22*,2023-05-29,China,Jiangsu
EPI_ISL_17978432_new,XBB.1.16*,2023-05-29,China,Jiangsu
EPI_ISL_17978422_new,XBB.1.16*,2023-05-29,China,Jiangsu
EPI_ISL_17978415_new,XBB.1.22*,2023-05-29,China,Jiangsu
EPI_ISL_17978382_new,XBB.1.5*,2023-05-29,China,Jiangsu
EPI_ISL_17978379_new,XBB.1.22*,2023-05-29,China,Jiangsu
EPI_ISL_17978365_new,XBB.1.16*,2023-05-29,China,Jiangsu
EPI_ISL_17956797_new,XBB.1.9*,2023-05-29,China,Henan
EPI_ISL_17956796_new,XBB.1.9*,2023-05-29,China,Henan
EPI_ISL_17956792_new,XBB.1.22*,2023-05-29,China,Henan
EPI_ISL_17951262_new,XBB.1.5*,2023-05-29,China,Qinghai
EPI_ISL_17951236_new,XBB.1.9*,2023-05-29,China,Anhui
EPI_ISL_17879995_new,XBB.1.5*,2023-05-29,China,Taiwan
EPI_ISL_17879985_new,BA.2.75*,2023-05-29,China,Taiwan
EPI_ISL_17879983_new,XBB.1.9*,2023-05-29,China,Taiwan
EPI_ISL_17850756_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17850755_new,XBB.1.5*,2023-05-29,China,Sichuan
EPI_ISL_17850169_new,XBB.1.16*,2023-05-29,China,Fujian
EPI_ISL_17830363_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17830271_new,XBB.1.22*,2023-05-29,China,Anhui
EPI_ISL_17819884_new,BA.2.75*,2023-05-29,China,Fujian
EPI_ISL_17816986_new,XBB.1.16*,2023-05-29,China,Henan
EPI_ISL_17811305_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811304_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811289_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811288_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811238_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811237_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811236_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811235_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811234_new,BA.2.75*,2023-05-29,China,Shanghai
EPI_ISL_17811233_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17811232_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17811231_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811230_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811229_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811228_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811227_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811226_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17811225_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811224_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17811187_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17808432_new,XBB.1.9*,2023-05-29,China,Sichuan
