"strain","date","country","merged_lineage","date_num"
"EPI_ISL_18505794","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505563","2023-10-23","China","XBB.1.9*",19653
"EPI_ISL_18505561","2023-10-26","China","XBB.1.9*",19656
"EPI_ISL_18505682","2023-09-17","China","XBB.1.9*",19617
"EPI_ISL_18505669","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505692","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505788","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505671","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505786","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505814","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505667","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505797","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505815","2023-10-12","China","XBB.1.9*",19642
"EPI_ISL_18505674","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505812","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505816","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505811","2023-10-13","China","XBB.1.9*",19643
"EPI_ISL_18505801","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505857","2023-10-04","China","XBB.1.9*",19634
"EPI_ISL_18505819","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505818","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505805","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505804","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505806","2023-09-30","China","XBB.1.9*",19630
"EPI_ISL_18505851","2023-10-13","China","XBB.1.9*",19643
"EPI_ISL_18505639","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505589","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505599","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505807","2023-10-08","China","XBB.1.9*",19638
"EPI_ISL_18505590","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505595","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505575","2023-10-24","China","XBB.1.9*",19654
"EPI_ISL_18505591","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505562","2023-10-22","China","XBB.1.9*",19652
"EPI_ISL_18505615","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505683","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505580","2023-10-25","China","XBB.1.9*",19655
"EPI_ISL_18505583","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505573","2023-10-19","China","XBB.1.9*",19649
"EPI_ISL_18505621","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505582","2023-09-10","China","XBB.1.9*",19610
"EPI_ISL_18505689","2023-09-15","China","XBB.1.9*",19615
"EPI_ISL_18505690","2023-09-15","China","XBB.1.9*",19615
"EPI_ISL_18505570","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18505611","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505732","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505738","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505617","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505859","2023-10-12","China","XBB.1.9*",19642
"EPI_ISL_18505737","2023-09-07","China","XBB.1.22*",19607
"EPI_ISL_18505731","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505853","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505855","2023-10-14","China","XBB.1.9*",19644
"EPI_ISL_18505610","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505852","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505734","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505725","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505739","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505619","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505613","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505733","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505854","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505724","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505604","2023-09-11","China","XBB.1.16*",19611
"EPI_ISL_18505727","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505620","2023-09-10","China","XBB.1.9*",19610
"EPI_ISL_18505848","2023-10-16","China","XBB.1.9*",19646
"EPI_ISL_18505846","2023-10-16","China","XBB.1.9*",19646
"EPI_ISL_18505847","2023-10-16","China","XBB.1.9*",19646
"EPI_ISL_18505741","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505720","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505605","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505721","2023-09-08","China","XBB.1.22*",19608
"EPI_ISL_18505600","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505713","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505728","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505730","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505608","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505849","2023-10-12","China","XBB.1.9*",19642
"EPI_ISL_18505609","2023-09-11","China","XBB.1.22*",19611
"EPI_ISL_18505834","2023-10-13","China","XBB.1.9*",19643
"EPI_ISL_18505836","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505714","2023-09-05","China","XBB.1.16*",19605
"EPI_ISL_18505837","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505710","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505596","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505840","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505830","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505711","2023-09-05","China","XBB.1.16*",19605
"EPI_ISL_18505838","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505824","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505702","2023-09-01","China","XBB.1.9*",19601
"EPI_ISL_18505826","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505717","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505700","2023-08-31","China","XBB.1.22*",19600
"EPI_ISL_18505825","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505701","2023-09-01","China","XBB.1.9*",19601
"EPI_ISL_18505821","2023-10-12","China","XBB.1.9*",19642
"EPI_ISL_18505706","2023-09-10","China","XBB.1.9*",19610
"EPI_ISL_18505707","2023-09-10","China","XBB.1.9*",19610
"EPI_ISL_18505827","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505709","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505829","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505777","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505776","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505654","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505779","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505708","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505664","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505783","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505782","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505784","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505648","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505660","2023-08-29","China","XBB.1.9*",19598
"EPI_ISL_18505810","2023-10-08","China","XBB.1.9*",19638
"EPI_ISL_18505781","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505651","2023-09-09","China","XBB.1.16*",19609
"EPI_ISL_18505768","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505856","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505780","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505736","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505616","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505813","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505802","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505614","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505817","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505735","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505858","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505803","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505598","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505800","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505809","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505681","2023-09-17","China","XBB.1.9*",19617
"EPI_ISL_18505808","2023-10-07","China","XBB.1.9*",19637
"EPI_ISL_18505787","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505560","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18505796","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505548","2022-12-06","China","BF.7.14*",19332
"EPI_ISL_18505588","2023-09-03","China","XBB.1.9*",19603
"EPI_ISL_18505666","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505672","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505665","2023-09-05","China","XBB.1.16*",19605
"EPI_ISL_18505789","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505668","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505793","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505675","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505670","2023-09-18","China","XBB.1.9*",19618
"EPI_ISL_18505597","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505795","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505592","2023-09-17","China","XBB.1.9*",19617
"EPI_ISL_18505593","2023-09-18","China","XBB.1.9*",19618
"EPI_ISL_18505790","2023-09-10","China","XBB.1.9*",19610
"EPI_ISL_18505767","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505594","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505792","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505791","2023-09-10","China","XBB.1.9*",19610
"EPI_ISL_18505643","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505764","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505771","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505650","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505770","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505652","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505773","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505762","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505636","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505757","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505633","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505637","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505746","2023-08-28","China","XBB.1.9*",19597
"EPI_ISL_18505625","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505640","2023-09-10","China","XBB.1.9*",19610
"EPI_ISL_18505747","2023-08-28","China","XBB.1.9*",19597
"EPI_ISL_18505761","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505760","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505642","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505627","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505740","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505612","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505841","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18505860","2023-10-18","China","XBB.1.9*",19648
"EPI_ISL_18505842","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505618","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505712","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505845","2023-10-15","China","XBB.1.9*",19645
"EPI_ISL_18505729","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505606","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505723","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505832","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505844","2023-10-14","China","XBB.1.9*",19644
"EPI_ISL_18505831","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505655","2023-09-18","China","XBB.1.9*",19618
"EPI_ISL_18505722","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505850","2023-10-13","China","XBB.1.9*",19643
"EPI_ISL_18505843","2023-10-13","China","XBB.1.9*",19643
"EPI_ISL_18505607","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505835","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505657","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505716","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505703","2023-09-01","China","XBB.1.9*",19601
"EPI_ISL_18505715","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505833","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505718","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505839","2023-10-11","China","XBB.1.9*",19641
"EPI_ISL_18505659","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505719","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505823","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505778","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505705","2023-09-01","China","XBB.1.9*",19601
"EPI_ISL_18505822","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505704","2023-09-01","China","XBB.1.9*",19601
"EPI_ISL_18505775","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505820","2023-10-12","China","XBB.1.9*",19642
"EPI_ISL_18505785","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505828","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18505658","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505656","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505769","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505662","2023-08-29","China","XBB.1.9*",19598
"EPI_ISL_18505661","2023-08-29","China","XBB.1.9*",19598
"EPI_ISL_18505663","2023-09-03","China","XBB.1.9*",19603
"EPI_ISL_18505647","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505774","2023-09-04","China","XBB.1.16*",19604
"EPI_ISL_18505649","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505644","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505759","2023-09-04","China","XBB.1.22*",19604
"EPI_ISL_18505765","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505653","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505646","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505645","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505602","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505766","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505603","2023-09-13","China","XBB.1.9*",19613
"EPI_ISL_18505772","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505601","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505758","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505638","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505754","2023-09-03","China","XBB.1.22*",19603
"EPI_ISL_18505629","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505632","2023-09-14","China","XBB.1.9*",19614
"EPI_ISL_18505635","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505753","2023-09-02","China","XBB.1.9*",19602
"EPI_ISL_18505756","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505634","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505763","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505743","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18505755","2023-09-03","China","XBB.1.22*",19603
"EPI_ISL_18505641","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18505626","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18505628","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505622","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18505749","2023-09-01","China","XBB.1.9*",19601
"EPI_ISL_18505744","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505748","2023-09-02","China","XBB.1.9*",19602
"EPI_ISL_18505742","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505751","2023-08-31","China","XBB.1.9*",19600
"EPI_ISL_18505624","2023-09-11","China","XBB.1.9*",19611
"EPI_ISL_18505623","2023-09-12","China","XBB.1.9*",19612
"EPI_ISL_18505745","2023-09-05","China","XBB.1.9*",19605
"EPI_ISL_18505750","2023-09-04","China","XBB.1.9*",19604
"EPI_ISL_18505631","2023-09-15","China","XBB.1.9*",19615
"EPI_ISL_18505752","2023-09-02","China","XBB.1.9*",19602
"EPI_ISL_18505630","2023-09-15","China","XBB.1.9*",19615
"EPI_ISL_17493667","2023-01-22","China","BA.5.2*",19379
"EPI_ISL_17744750","2023-05-13","China","XBB.1.9*",19490
"EPI_ISL_17744730","2023-05-15","China","XBB.1.16*",19492
"EPI_ISL_17744739","2023-05-15","China","XBB.2.3*",19492
"EPI_ISL_17744645","2023-05-12","China","XBB.1.16*",19489
"EPI_ISL_17744751","2023-05-15","China","XBB.1.16*",19492
"EPI_ISL_17744655","2023-05-08","China","XBB.1.22*",19485
"EPI_ISL_17744797","2023-05-19","China","XBB.1.5*",19496
"EPI_ISL_17744652","2023-05-14","China","XBB.1.9*",19491
"EPI_ISL_17744660","2023-05-11","China","XBB.1.9*",19488
"EPI_ISL_17744779","2023-05-17","China","XBB.1.9*",19494
"EPI_ISL_17744705","2023-05-12","China","XBB.1.9*",19489
"EPI_ISL_17769997","2023-05-21","China","XBB.1.9*",19498
"EPI_ISL_17775112","2023-04-30","China","XBB.1.9*",19477
"EPI_ISL_17775381","2023-03-30","China","BA.5.2*",19446
"EPI_ISL_17775131","2023-04-25","China","BF.7.14*",19472
"EPI_ISL_17775101","2023-04-25","China","BA.2.75*",19472
"EPI_ISL_17775228","2023-05-07","China","BA.5.2*",19484
"EPI_ISL_17775086","2023-04-26","China","BF.7.14*",19473
"EPI_ISL_17775328","2023-04-09","China","BA.5.2*",19456
"EPI_ISL_17775202","2023-04-09","China","BA.5.2*",19456
"EPI_ISL_17775395","2023-04-16","China","XBB.1.5*",19463
"EPI_ISL_17775407","2023-05-13","China","XBB.1.9*",19490
"EPI_ISL_17775417","2023-05-04","China","XBB.1.5*",19481
"EPI_ISL_17775506","2023-05-13","China","XBB.1.9*",19490
"EPI_ISL_17775426","2023-05-06","China","XBB.1.9*",19483
"EPI_ISL_17775123","2023-04-25","China","XBB.1.5*",19472
"EPI_ISL_17775135","2023-04-27","China","XBB.1.9*",19474
"EPI_ISL_17775141","2023-04-29","China","XBB.1.16*",19476
"EPI_ISL_17775222","2023-05-07","China","XBB.1.5*",19484
"EPI_ISL_17775173","2023-05-03","China","XBB.1.9*",19480
"EPI_ISL_17490407","2023-03-10","China","BF.7.14*",19426
"EPI_ISL_17490559","2023-03-07","China","BF.7.14*",19423
"EPI_ISL_17490558","2023-03-03","China","BA.5.2*",19419
"EPI_ISL_17775073","2023-05-01","China","XBB.1.5*",19478
"EPI_ISL_17775075","2023-05-06","China","BA.5.2*",19483
"EPI_ISL_17775210","2023-05-16","China","XBB.1.5*",19493
"EPI_ISL_17490360","2023-03-10","China","BA.5.2*",19426
"EPI_ISL_17775313","2023-05-03","China","XBB.1.9*",19480
"EPI_ISL_17778596","2023-05-18","China","XBB.1.9*",19495
"EPI_ISL_17495468","2023-03-15","China","BA.5.2*",19431
"EPI_ISL_17778753","2023-05-25","China","XBB.1.9*",19502
"EPI_ISL_17778747","2023-05-18","China","XBB.1.16*",19495
"EPI_ISL_17778733","2023-05-16","China","XBB.1.9*",19493
"EPI_ISL_17778717","2023-05-23","China","XBB.1.5*",19500
"EPI_ISL_17778611","2023-05-21","China","XBB.1.9*",19498
"EPI_ISL_17778626","2023-05-27","China","XBB.2.3*",19504
"EPI_ISL_17778555","2023-05-27","China","XBB.1.9*",19504
"EPI_ISL_17778623","2023-05-27","China","XBB.1.16*",19504
"EPI_ISL_17778682","2023-05-26","China","XBB.1.9*",19503
"EPI_ISL_17778663","2023-05-08","China","XBB.1.5*",19485
"EPI_ISL_17495433","2023-03-02","China","BF.7.14*",19418
"EPI_ISL_17494180","2023-03-16","China","BA.5.2*",19432
"EPI_ISL_17493654","2023-02-23","China","BA.5.2*",19411
"EPI_ISL_17785326","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17785036","2023-04-10","China","BF.7.14*",19457
"EPI_ISL_17739829","2023-05-23","China","XBB.1.9*",19500
"EPI_ISL_17714293","2023-05-09","China","XBB.1.16*",19486
"EPI_ISL_17684429","2023-05-03","China","XBB.1.9*",19480
"EPI_ISL_17625382","2023-05-02","China","XBB.1.9*",19479
"EPI_ISL_17795752","2023-05-11","China","XBB.1.22*",19488
"EPI_ISL_17795706","2023-05-16","China","XBB.1.22*",19493
"EPI_ISL_17795577","2023-05-14","China","XBB.1.9*",19491
"EPI_ISL_17729901","2023-05-19","China","XBB.1.22*",19496
"EPI_ISL_17487618","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_17672016","2023-05-07","China","XBB.1.16*",19484
"EPI_ISL_17672014","2023-05-08","China","XBB.1.16*",19485
"EPI_ISL_17801987","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17801788","2023-05-25","China","XBB.1.9*",19502
"EPI_ISL_17801912","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17801981","2023-05-25","China","XBB.1.9*",19502
"EPI_ISL_17801823","2023-06-05","China","XBB.1.9*",19513
"EPI_ISL_17801993","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17801984","2023-05-25","China","XBB.1.9*",19502
"EPI_ISL_17801953","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17801959","2023-05-14","China","XBB.1.22*",19491
"EPI_ISL_17802018","2023-05-31","China","XBB.1.9*",19508
"EPI_ISL_17801760","2023-05-16","China","XBB.1.16*",19493
"EPI_ISL_17801768","2023-05-17","China","XBB.1.16*",19494
"EPI_ISL_17801778","2023-05-24","China","XBB.1.16*",19501
"EPI_ISL_17801792","2023-05-21","China","XBB.1.16*",19498
"EPI_ISL_17801914","2023-05-19","China","XBB.1.5*",19496
"EPI_ISL_17795770","2023-05-10","China","XBB.1.22*",19487
"EPI_ISL_17795580","2023-05-11","China","XBB.1.22*",19488
"EPI_ISL_17795080","2023-05-10","China","XBB.1.22*",19487
"EPI_ISL_17016204","2023-01-07","China","BA.5.2*",19364
"EPI_ISL_17789944","2023-03-27","China","BA.5.2*",19443
"EPI_ISL_17789954","2023-03-28","China","BA.5.2*",19444
"EPI_ISL_16597020","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_17808326","2023-05-25","China","XBB.1.9*",19502
"EPI_ISL_17808329","2023-05-25","China","XBB.1.22*",19502
"EPI_ISL_17808266","2023-05-31","China","XBB.1.9*",19508
"EPI_ISL_17808302","2023-05-21","China","XBB.1.9*",19498
"EPI_ISL_17808334","2023-05-21","China","XBB.1.5*",19498
"EPI_ISL_17808294","2023-05-28","China","XBB.1.5*",19505
"EPI_ISL_17808227","2023-05-25","China","XBB.1.16*",19502
"EPI_ISL_17725053","2023-05-16","China","XBB.1.22*",19493
"EPI_ISL_17725185","2023-05-20","China","XBB.1.9*",19497
"EPI_ISL_17725083","2023-05-16","China","XBB.1.22*",19493
"EPI_ISL_17725500","2023-05-10","China","XBB.1.22*",19487
"EPI_ISL_17811141","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17103543","2023-01-29","China","BA.5.2*",19386
"EPI_ISL_17104950","2023-02-20","China","BA.5.2*",19408
"EPI_ISL_17494214","2023-02-07","China","BA.5.2*",19395
"EPI_ISL_17501552","2023-03-31","China","BF.7.14*",19447
"EPI_ISL_17501549","2023-04-05","China","BF.7.14*",19452
"EPI_ISL_17501663","2023-02-24","China","BA.5.2*",19412
"EPI_ISL_17501543","2023-04-07","China","BA.5.2*",19454
"EPI_ISL_17501537","2023-04-08","China","BA.5.2*",19455
"EPI_ISL_17501483","2023-04-05","China","BA.5.2*",19452
"EPI_ISL_17501524","2023-03-31","China","BF.7.14*",19447
"EPI_ISL_17501479","2023-04-05","China","BF.7.14*",19452
"EPI_ISL_17501478","2023-04-05","China","BF.7.14*",19452
"EPI_ISL_17501469","2023-03-29","China","BA.5.2*",19445
"EPI_ISL_17501473","2023-03-23","China","BA.5.2*",19439
"EPI_ISL_17501470","2023-03-25","China","BA.5.2*",19441
"EPI_ISL_17501465","2023-04-03","China","BA.5.2*",19450
"EPI_ISL_17501464","2023-03-30","China","BA.5.2*",19446
"EPI_ISL_17501574","2023-04-05","China","BA.5.2*",19452
"EPI_ISL_17501450","2023-03-17","China","BA.5.2*",19433
"EPI_ISL_17501453","2023-03-27","China","BA.5.2*",19443
"EPI_ISL_17501451","2023-04-03","China","BA.5.2*",19450
"EPI_ISL_17501565","2023-04-08","China","BF.7.14*",19455
"EPI_ISL_17501516","2023-04-07","China","BF.7.14*",19454
"EPI_ISL_17501512","2023-04-07","China","BF.7.14*",19454
"EPI_ISL_17501511","2023-04-07","China","BF.7.14*",19454
"EPI_ISL_17501506","2023-04-02","China","BF.7.14*",19449
"EPI_ISL_17501501","2023-04-06","China","BF.7.14*",19453
"EPI_ISL_17501504","2023-04-08","China","BF.7.14*",19455
"EPI_ISL_17501745","2023-03-15","China","BA.5.2*",19431
"EPI_ISL_17501739","2023-03-14","China","BA.5.2*",19430
"EPI_ISL_17495439","2023-03-05","China","BF.7.14*",19421
"EPI_ISL_17495448","2023-03-14","China","BF.7.14*",19430
"EPI_ISL_17495414","2023-03-23","China","BF.7.14*",19439
"EPI_ISL_17495441","2023-03-06","China","BF.7.14*",19422
"EPI_ISL_17495411","2023-03-23","China","BA.5.2*",19439
"EPI_ISL_17495410","2023-03-24","China","BA.5.2*",19440
"EPI_ISL_17495308","2023-03-06","China","BA.5.2*",19422
"EPI_ISL_17495428","2023-03-06","China","BF.7.14*",19422
"EPI_ISL_17495456","2023-02-03","China","BA.5.2*",19391
"EPI_ISL_17495259","2023-02-15","China","BF.7.14*",19403
"EPI_ISL_17495293","2023-03-05","China","BA.5.2*",19421
"EPI_ISL_17494829","2023-02-22","China","BA.5.2*",19410
"EPI_ISL_17494956","2023-03-11","China","BF.7.14*",19427
"EPI_ISL_17494957","2023-03-11","China","BF.7.14*",19427
"EPI_ISL_17494837","2023-03-12","China","BA.5.2*",19428
"EPI_ISL_17494501","2023-02-28","China","BA.5.2*",19416
"EPI_ISL_17494376","2023-02-16","China","BA.5.2*",19404
"EPI_ISL_17492734","2023-03-26","China","BA.5.2*",19442
"EPI_ISL_17197668","2023-02-23","China","BA.5.2*",19411
"EPI_ISL_17198074","2023-02-28","China","BF.7.14*",19416
